Word  actual_tag  prediction
,  O  O
and  O  O
6  O  O
litres  O  O
for  O  O
.  O  O

The  O  O
purpose  O  O
of  O  O
this  O  O
assessment  O  O
is  O  O
to  O  O
ascertain  O  O
the  O  O
potential  O  O
of  O  O
the  O  O
assemblages  O  O
to  O  O
provide  O  O
information  O  O
relating  O  O
to  O  O
the  O  O
activities  O  O
leading  O  O
up  O  O
to  O  O
the  O  O
dumping  O  O
of  O  O
material  O  O
;  O  O
to  O  O
obtain  O  O
evidence  O  O
relating  O  O
to  O  O
diet  O  O
and  O  O
agriculture  O  O
;  O  O
and  O  O
to  O  O
reconstruct  O  O
the  O  O
local  O  O
environment  O  O
.  O  O

Methodology  O  O
The  O  O
whole  O  O
of  O  O
and  O  O
10  O  O
litre  O  O
sub-samples  O  O
from  O  O
,  O  O
,  O  O
and  O  O
were  O  O
processed  O  O
by  O  O
flotation  O  O
by  O  O
staff  O  O
at  O  O
AOC  O  O
Archaeology  O  O
using  O  O
1mm  O  O
and  O  O
300mm  O  O
mesh  O  O
sieves  O  O
.  O  O

The  O  O
residues  O  O
were  O  O
sorted  O  O
by  O  O
eye  O  O
at  O  O
AOC  O  O
to  O  O
retrieve  O  O
artefactual  O  O
and  O  O
unfloated  O  O
environmental  O  O
material  O  O
.  O  O

The  O  O
flots  O  O
and  O  O
sorted  O  O
residues  O  O
were  O  O
scanned  O  O
by  O  O
the  O  O
author  O  O
using  O  O
a  O  O
low  O  O
power  O  O
zoom-stereo  O  O
microscope  O  O
.  O  O

Recommendation  O  O
for  O  O
further  O  O
analysis  O  O
is  O  O
based  O  O
on  O  O
the  O  O
density  O  O
,  O  O
diversity  O  O
and  O  O
quality  O  O
of  O  O
the  O  O
material  O  O
in  O  O
combination  O  O
with  O  O
the  O  O
relevance  O  O
of  O  O
the  O  O
context  O  O
to  O  O
site  O  O
investigations  O  O
.  O  O

The  O  O
results  O  O
are  O  O
summarised  O  O
in  O  O
Table  O  O
1  O  O
.  O  O

Results  O  O
Sample  O  O
1  O  O
(  O  O
917  O  O
)  O  O
This  O  O
sample  O  O
was  O  O
taken  O  O
from  O  O
a  O  O
shallow  O  O
pit  B-CON  B-CON
containing  O  O
timber  B-ART  O
.  O  O

A  O  O
7  O  O
litres  O  O
(  O  O
80  O  O
%  O  O
)  O  O
sample  O  O
was  O  O
taken  O  O
from  O  O
the  O  O
deposit  O  O
,  O  O
all  O  O
of  O  O
which  O  O
was  O  O
processed  O  O
.  O  O

Only  O  O
a  O  O
few  O  O
charred  B-ART  O
seeds  I-ART  B-ART
of  O  O
Galium  B-SPE  B-SPE
sp  I-SPE  I-SPE
.  O  I-SPE

(  O  O
bedstraw  B-SPE  O
)  O  O
were  O  O
present  O  O
in  O  O
this  O  O
flot  O  O
,  O  O
along  O  O
with  O  O
occasional  O  O
modern  B-PER  B-PER
Chenopodiaceae  B-SPE  O
sp  I-SPE  O
.  O  O

(  O  O
goosefoot  B-SPE  O
)  O  O
.  O  O

Galium  B-SPE  B-SPE
sp  I-SPE  I-SPE
.  O  I-SPE

are  O  O
common  O  O
weed  O  B-SPE
seeds  B-ART  B-ART
,  O  O
as  O  O
well  O  O
as  O  O
colonising  O  O
rough  O  O
or  O  O
waste  O  O
ground  O  O
.  O  O

Large  O  O
fragments  O  O
of  O  O
charcoal  B-ART  B-ART
were  O  O
frequent  O  O
,  O  O
with  O  O
30  O  O
ml  O  O
in  O  O
volume  O  O
picked  O  O
out  O  O
from  O  O
the  O  O
residue  O  O
.  O  O

Sample  O  O
2  O  O
(  O  O
773  O  O
)  O  O
Approximately  O  O
50  O  O
%  O  O
of  O  O
the  O  O
primary  O  O
fill  O  O
of  O  O
pit  B-CON  B-CON
[  O  O
774  O  O
]  O  O
was  O  O
taken  O  O
for  O  O
.  O  O

25  O  O
%  O  O
(  O  O
10  O  O
litres  O  O
)  O  O
of  O  O
this  O  O
was  O  O
processed  O  O
for  O  O
assessment  O  O
.  O  O

The  O  O
flot  O  O
contained  O  O
only  O  O
modern  O  B-PER
Chenopodiaceae  B-SPE  O
seeds  B-ART  B-ART
with  O  O
occasional  O  O
charcoal  B-ART  B-ART
.  O  O

However  O  O
the  O  O
residue  O  O
contained  O  O
occasional  O  O
charred  O  O
grains  B-ART  O
of  O  O
barley  B-SPE  B-SPE
and  O  O
wheat  B-SPE  B-SPE
.  O  O

Preservation  O  O
was  O  O
poor  O  O
to  O  O
average  O  O
.  O  O

WATCHINGBRIEFREPORT  O  O
Sample  O  O
3  O  O
(  O  O
739  O  O
)  O  O
was  O  O
taken  O  O
from  O  O
the  O  O
fill  O  O
of  O  O
a  O  O
possible  O  O
firepit  B-CON  B-CON
(  O  O
35  O  O
%  O  O
)  O  O
.  O  O

25  O  O
%  O  O
of  O  O
the  O  O
sample  O  O
was  O  O
processed  O  O
.  O  O

Modern  B-PER  O
Chenopodiaceae  B-SPE  O
sp  I-SPE  O
.  O  O

were  O  O
again  O  O
present  O  O
,  O  O
along  O  O
with  O  O
Galium  B-SPE  B-SPE
sp  I-SPE  I-SPE
.  O  I-SPE

A  O  O
further  O  O
presence  O  O
was  O  O
charred  O  O
legumes  B-SPE  B-ART
,  O  O
probably  O  O
Vicia  B-SPE  O
sativa  I-SPE  O
(  O  O
pea  B-SPE  O
)  O  O
.  O  O

Charcoal  B-ART  B-ART
was  O  O
also  O  O
frequent  O  O
,  O  O
and  O  O
preservation  O  O
average  O  O
.  O  O

Sample  O  O
4  O  O
(  O  O
732  O  O
)  O  O
and  O  O
Sample  O  O
5  O  O
(  O  O
733  O  O
)  O  O
and  O  O
were  O  O
taken  O  O
from  O  O
the  O  O
final  O  O
and  O  O
secondary  O  O
fills  O  O
of  O  O
pit  B-CON  B-CON
[  O  O
734  O  O
]  O  O
,  O  O
with  O  O
fills  O  O
sampled  O  O
.  O  O

10  O  O
litres  O  O
or  O  O
25  O  O
%  O  O
of  O  O
both  O  O
samples  O  O
was  O  O
processed  O  O
.  O  O

The  O  O
flot  O  O
was  O  O
very  O  O
sandy  O  O
/  O  O
silty  O  O
in  O  O
nature  O  O
,  O  O
with  O  O
occasional  O  O
charcoal  B-ART  B-ART
but  O  O
only  O  O
modern  B-PER  O
seeds  B-ART  B-ART
.  O  O

Recommendations  O  O
In  O  O
light  O  O
of  O  O
the  O  O
probable  O  O
post-Medieval  B-PER  B-PER
date  O  O
of  O  O
(  O  O
917  O  O
)  O  O
no  O  O
further  O  O
analysis  O  O
of  O  O
sample  O  O
is  O  O
recommended  O  O
.  O  O

The  O  O
poor  O  O
preservation  O  O
of  O  O
sample  O  O
and  O  O
the  O  O
lack  O  O
of  O  O
diagnostic  O  O
evidence  O  O
from  O  O
sample  O  O
negate  O  O
a  O  O
need  O  O
for  O  O
further  O  O
analysis  O  O
.  O  O

and  O  O
are  O  O
not  O  O
recommended  O  O
-  O  O
{  O  O
Deleted  O  O
:  O  O
P  O  O
:  O  O
for  O  O
further  O  O
analysis  O  O
due  O  O
to  O  O
their  O  O
barren  O  O
nature  O  O
.  O  O

Abstract  O  O
The  O  O
desk-based  O  O
assessment  O  O
and  O  O
building  O  O
recording  O  O
survey  O  O
of  O  O
St  B-LOC  B-LOC
.  I-LOC  I-LOC
George  I-LOC  I-LOC
's  I-LOC  O
School  I-LOC  O
,  I-LOC  O
Northampton  I-LOC  B-ART
found  O  O
that  O  O
the  O  O
school  O  O
had  O  O
been  O  O
built  O  O
by  O  O
the  O  O
Borough  O  O
of  O  O
Northampton  B-LOC  B-LOC
and  O  O
was  O  O
opened  O  O
in  O  O
June  O  O
1908  B-PER  O
.  O  O

Whilst  O  O
having  O  O
undergone  O  O
many  O  O
superficial  O  O
changes  O  O
,  O  O
the  O  O
school  B-CON  O
comprising  O  O
a  O  O
long  O  O
range  O  O
housing  O  O
junior  O  O
boys  O  O
and  O  O
girls  O  O
and  O  O
a  O  O
separate  O  O
building  B-CON  O
for  O  O
the  O  O
infants  O  O
,  O  O
remains  O  O
largely  O  O
as  O  O
built  O  O
.  O  O

Separate  O  O
covered  B-CON  O
play  I-CON  O
areas  I-CON  O
and  O  O
a  O  O
toilet  B-CON  O
block  I-CON  O
also  O  O
survive  O  O
.  O  O

The  O  O
school  B-CON  O
closed  O  O
in  O  O
1970  B-PER  O
and  O  O
has  O  O
been  O  O
used  O  O
recently  O  O
by  O  O
Northampton  B-LOC  B-LOC
College  I-LOC  I-LOC
.  O  O

It  O  O
is  O  O
to  O  O
be  O  O
demolished  O  O
in  O  O
the  O  O
summer  O  O
of  O  O
2005  B-PER  B-PER
.  O  O

1  O  O
.  O  O

INTRODUCTION  O  O
1.1  O  O
St  B-LOC  B-LOC
.  I-LOC  I-LOC
George  I-LOC  I-LOC
's  I-LOC  I-LOC
School  I-LOC  I-LOC
,  I-LOC  I-LOC
Barrack  I-LOC  I-LOC
Road  I-LOC  I-LOC
,  I-LOC  O
Northampton  I-LOC  B-LOC
is  O  O
to  O  O
be  O  O
demolished  O  O
prior  O  O
to  O  O
the  O  O
construction  O  O
on  O  O
the  O  O
same  O  O
site  O  O
of  O  O
a  O  O
new  O  O
school  B-CON  O
building  I-CON  O
(  O  O
Fig  O  O
1  O  O
,  O  O
NGR  O  O
SP  O  O
613753  O  O
)  O  O
.  O  O

Although  O  O
the  O  O
buildings  B-CON  O
are  O  O
not  O  O
listed  O  O
,  O  O
they  O  O
are  O  O
of  O  O
significant  O  O
architectural  O  O
interest  O  O
within  O  O
the  O  O
town  O  O
and  O  O
therefore  O  O
a  O  O
condition  O  O
has  O  O
been  O  O
applied  O  O
to  O  O
the  O  O
consent  O  O
for  O  O
the  O  O
development  O  O
of  O  O
the  O  O
site  O  O
requiring  O  O
that  O  O
the  O  O
buildings  B-CON  O
were  O  O
recorded  O  O
(  O  O
Stevens  O  O
and  O  O
Ballinger  O  O
2003/2004  B-PER  O
)  O  O
.  O  O

1.2  O  O
The  O  O
objectives  O  O
of  O  O
the  O  O
brief  O  O
were  O  O
to  O  O
:  O  O
Preserve  O  O
by  O  O
record  O  O
a  O  O
building  B-CON  O
which  O  O
is  O  O
to  O  O
be  O  O
demolished  O  O
Provide  O  O
a  O  O
written  O  O
,  O  O
drawn  O  O
and  O  O
photographic  O  O
record  O  O
of  O  O
St  B-LOC  B-LOC
.  I-LOC  I-LOC
George  I-LOC  I-LOC
's  I-LOC  O
School  I-LOC  O
Provide  O  O
an  O  O
understanding  O  O
of  O  O
the  O  O
development  O  O
,  O  O
use  O  O
and  O  O
function  O  O
of  O  O
the  O  O
school  B-CON  O
buildings  I-CON  O
Place  O  O
the  O  O
St.  O  O
George  O  O
's  O  O
buildings  B-CON  O
within  O  O
the  O  O
context  O  O
of  O  O
educational  O  O
provision  O  O
in  O  O
the  O  O
19th  B-PER  O
and  I-PER  O
early  I-PER  B-PER
20th  I-PER  I-PER
centuries  I-PER  I-PER
1.3  O  O
The  O  O
building  O  O
recording  O  O
survey  O  O
was  O  O
carried  O  O
out  O  O
in  O  O
accordance  O  O
with  O  O
the  O  O
specifications  O  O
laid  O  O
out  O  O
in  O  O
the  O  O
RCHME  O  O
's  O  O
Recording  O  O
Historic  O  O
Buildings  O  O
;  O  O
A  O  O
Descriptive  O  O
Specification  O  O
1996  B-PER  B-PER
.  O  O

The  O  O
recording  O  O
requested  O  O
corresponds  O  O
broadly  O  O
to  O  O
level  O  O
3  O  O
.  O  O

1.4  O  O
The  O  O
desk-based  O  O
assessment  O  O
and  O  O
site  O  O
survey  O  O
were  O  O
carried  O  O
out  O  O
in  O  O
early  O  O
May  O  O
2005  B-PER  B-PER
.  O  O

This  O  O
work  O  O
was  O  O
carried  O  O
out  O  O
for  O  O
Galliford  O  B-LOC
Try  O  I-LOC
.  O  O

2  O  O
.  O  O

DESK-BASED  O  O
ASSESSMENT  O  O
2.1  O  O
Until  O  O
the  O  O
late  B-PER  B-PER
nineteenth  I-PER  I-PER
century  I-PER  I-PER
,  O  O
the  O  O
provision  O  O
of  O  O
local  O  O
education  O  O
in  O  O
Northampton  B-LOC  B-LOC
was  O  O
poor  O  O
in  O  O
relation  O  O
to  O  O
the  O  O
rest  O  O
of  O  O
the  O  O
country  O  O
.  O  O

In  O  O
the  O  O
eighteenth  B-PER  B-PER
century  I-PER  I-PER
many  O  O
children  O  O
attended  O  O
Dame  O  O
schools  O  O
to  O  O
learn  O  O
the  O  O
basics  O  O
of  O  O
reading  O  O
and  O  O
writing  O  O
,  O  O
but  O  O
this  O  O
cost  O  O
between  O  O
2d/3d  O  O
a  O  O
week  O  O
which  O  O
excluded  O  O
the  O  O
poor  O  O
.  O  O

Bye-laws  O  O
had  O  O
been  O  O
introduced  O  O
for  O  O
the  O  O
compulsory  O  O
attendance  O  O
of  O  O
five  O  O
to  O  O
twelve  O  O
year  O  O
old  O  O
children  O  O
in  O  O
the  O  O
mid  B-PER  B-PER
nineteenth  I-PER  I-PER
century  I-PER  I-PER
,  O  O
but  O  O
by  O  O
1876  B-PER  O
it  O  O
only  O  O
affected  O  O
50  O  O
%  O  O
of  O  O
the  O  O
population  O  O
.  O  O

The  O  O
1880  B-PER  O
Mundella  O  O
Act  O  O
empowered  O  O
School  O  O
Boards  O  O
to  O  O
enforce  O  O
attendance  O  O
,  O  O
but  O  O
by  O  O
1902  B-PER  O
School  O  O
Boards  O  O
were  O  O
replaced  O  O
with  O  O
Education  O  O
Committees  O  O
,  O  O
a  O  O
provision  O  O
of  O  O
Town  O  O
Councils  O  O
.  O  O

It  O  O
was  O  O
in  O  O
the  O  O
very  O  O
early  O  O
years  O  O
of  O  O
this  O  O
new  O  O
administration  O  O
of  O  O
local  O  O
education  O  O
that  O  O
St  B-LOC  B-LOC
.  I-LOC  I-LOC
George  I-LOC  I-LOC
's  I-LOC  O
School  I-LOC  O
was  O  O
built  O  O
.  O  O

2.2  O  O
Until  O  O
the  O  O
early  B-PER  O
years  I-PER  O
of  I-PER  O
the  I-PER  O
twentieth  I-PER  B-PER
century  I-PER  I-PER
,  O  O
the  O  O
site  O  O
occupied  O  O
by  O  O
St  B-LOC  O
.  I-LOC  O
George  I-LOC  O
's  I-LOC  O
School  I-LOC  O
appears  O  O
to  O  O
have  O  O
survived  O  O
as  O  O
an  O  O
isolated  O  O
parcel  O  O
of  O  O
land  O  O
planted  O  O
with  O  O
trees  B-SPE  O
,  O  O
probably  O  O
fruit  B-SPE  O
trees  I-SPE  O
.  O  O

It  O  O
was  O  O
bounded  O  O
on  O  O
the  O  O
east  O  O
by  O  O
Barrack  B-LOC  O
Road  I-LOC  O
,  O  O
to  O  O
the  O  O
south  O  O
and  O  O
west  O  O
by  O  O
Old  B-LOC  O
St.  I-LOC  O
George  I-LOC  O
's  I-LOC  O
(  I-LOC  O
sometimes  I-LOC  O
called  I-LOC  O
St.  I-LOC  O
Sepulchre  I-LOC  O
's  I-LOC  O
)  I-LOC  O
School  I-LOC  O
and  O  O
the  O  O
rear  O  O
plots  O  O
of  O  O
housing  O  O
along  O  O
St  B-LOC  B-LOC
.  I-LOC  I-LOC
George  I-LOC  I-LOC
's  I-LOC  I-LOC
Street  I-LOC  I-LOC
and  O  O
to  O  O
the  O  O
north  O  O
by  O  O
the  O  O
Barrack  B-CON  O
's  O  O
(  O  O
Fig  O  O
2  O  O
)  O  O
.  O  O

The  O  O
following  O  O
records  O  O
are  O  O
deposited  O  O
at  O  O
the  O  O
Northamptonshire  B-LOC  B-LOC
Record  O  O
Office  O  O
(  O  O
NRO  O  O
)  O  O
.  O  O

On  O  O
22  O  O
September  O  O
1904  B-PER  O
,  O  O
an  O  O
entry  O  O
in  O  O
the  O  O
Borough  O  O
of  O  O
Northampton  B-LOC  B-LOC
Sites  O  O
and  O  O
Buildings  O  O
Sub  O  O
Committee  O  O
Minute  B-ART  O
Book  I-ART  O
1903-1915  B-PER  O
(  O  O
NRO  O  O
,  O  O
ML  O  O
1610  O  B-PER
)  O  O
,  O  O
records  O  O
that  O  O
:  O  O
``  O  O
To  O  O
the  O  O
Secretary  O  O
of  O  O
the  O  O
Education  O  O
Committee  O  O
for  O  O
the  O  O
Borough  O  O
of  O  O
Northampton  B-LOC  B-LOC
.  O  O

New  O  O
Council  O  O
school  B-CON  O
to  O  O
replace  O  O
St.  O  O
Sepulchre  O  O
's  O  O
.  O  O

The  O  O
committee  O  O
considered  O  O
a  O  O
letter  O  O
of  O  O
Messers  O  O
Markham  O  O
Solicitors  O  O
to  O  O
the  O  O
Trustees  O  O
of  O  O
Friends  O  O
Charity  O  O
offering  O  O
the  O  O
whole  O  O
of  O  O
the  O  O
property  O  O
belonging  O  O
to  O  O
the  O  O
charity  O  O
situate  O  O
on  O  O
the  O  O
Barrack  B-LOC  B-LOC
Road  I-LOC  I-LOC
and  O  O
St  B-LOC  B-LOC
.  I-LOC  I-LOC
George  I-LOC  I-LOC
's  I-LOC  I-LOC
Street  I-LOC  I-LOC
including  O  O
two  O  O
messuages  O  O
thereon  O  O
to  O  O
the  O  O
Education  O  O
Authority  O  O
at  O  O
the  O  O
price  O  O
of  O  O
-L-2,900  O  O
subject  O  O
to  O  O
the  O  O
approval  O  O
of  O  O
the  O  O
Charities  O  O
Commission  O  O
.  O  O
''  O  O

Below  O  O
,  O  O
a  O  O
letter  O  O
of  O  O
the  O  O
same  O  O
date  O  O
states  O  O
:  O  O
``  O  O
Dear  O  O
Sir  O  O
Acting  O  O
under  O  O
your  O  O
instructions  O  O
we  O  O
have  O  O
inspected  O  O
that  O  O
piece  O  O
of  O  O
ground  O  O
situate  O  O
on  O  O
the  O  O
Kingsthorpe  B-LOC  B-LOC
Road  I-LOC  I-LOC
,  O  O
and  O  O
adjacent  O  O
St  B-LOC  O
.  I-LOC  O
Sepulchres  I-LOC  O
School  I-LOC  O
on  O  O
the  O  O
north  O  O
side  O  O
,  O  O
for  O  O
the  O  O
purpose  O  O
of  O  O
giving  O  O
an  O  O
opinion  O  O
as  O  O
to  O  O
its  O  O
suitability  O  O
for  O  O
a  O  O
site  O  O
for  O  O
a  O  O
new  O  O
school  B-CON  O
and  O  O
beg  O  O
to  O  O
report  O  O
as  O  O
follows  O  O
:  O  O
-  O  O
We  O  O
consider  O  O
the  O  O
site  O  O
suitable  O  O
and  O  O
large  O  O
enough  O  O
for  O  O
a  O  O
school  B-CON  O
of  O  O
eleven  O  O
hundred  O  O
and  O  O
ten  O  O
children  O  O
(  O  O
390  O  O
infants  O  O
,  O  O
360  O  O
Girls  O  O
and  O  O
360  O  O
Boys  O  O
)  O  O
to  O  O
be  O  O
conveniently  O  O
erected  O  O
thereon  O  O
.  O  O

Owing  O  O
to  O  O
the  O  O
narrowness  O  O
of  O  O
the  O  O
site  O  O
compared  O  O
with  O  O
its  O  O
length  O  O
,  O  O
it  O  O
will  O  O
be  O  O
necessary  O  O
to  O  O
arrange  O  O
the  O  O
buildings  B-CON  O
with  O  O
their  O  O
longest  O  O
axis  O  O
parallel  O  O
to  O  O
the  O  O
side  O  O
and  O  O
as  O  O
the  O  O
sides  O  O
will  O  O
face  O  O
north  O  O
and  O  O
south  O  O
some  O  O
of  O  O
the  O  O
classroom  B-CON  O
windows  B-ART  O
will  O  O
face  O  O
due  O  O
north  O  O
,  O  O
an  O  O
arrangement  O  O
we  O  O
do  O  O
not  O  O
like  O  O
when  O  O
it  O  O
can  O  O
be  O  O
otherwise  O  O
arranged  O  O
.  O  O

The  O  O
small  O  O
house  B-CON  O
facing  O  O
St  B-LOC  B-LOC
.  I-LOC  I-LOC
George  I-LOC  I-LOC
's  I-LOC  I-LOC
Street  I-LOC  I-LOC
should  O  O
be  O  O
pulled  O  O
down  O  O
as  O  O
it  O  O
is  O  O
a  O  O
very  O  O
old  O  O
and  O  O
inconvenient  O  O
structure  O  O
and  O  O
the  O  O
space  O  O
it  O  O
occupies  O  O
is  O  O
necessary  O  O
to  O  O
obtain  O  O
requisite  O  O
playground  O  O
accommodation  O  O
.  O  O

The  O  O
house  O  O
facing  O  O
the  O  O
Kingsthorpe  B-LOC  B-LOC
Road  I-LOC  I-LOC
could  O  O
be  O  O
made  O  O
with  O  O
a  O  O
few  O  O
minor  O  O
alterations  O  O
very  O  O
suitable  O  O
for  O  O
a  O  O
caretakers  O  O
residence  O  O
''  O  O
.  O  O

On  O  O
the  O  O
2  O  O
December  O  O
1904  B-PER  O
a  O  O
further  O  O
meeting  O  O
of  O  O
the  O  O
sub  O  O
committee  O  O
decided  O  O
that  O  O
it  O  O
would  O  O
be  O  O
desirable  O  O
to  O  O
have  O  O
a  O  O
public  O  O
competition  O  O
to  O  O
decide  O  O
the  O  O
architect  O  O
,  O  O
though  O  O
no  O  O
records  O  O
have  O  O
been  O  O
found  O  O
revealing  O  O
whether  O  O
the  O  O
competition  O  O
was  O  O
in  O  O
fact  O  O
held  O  O
.  O  O

The  O  O
following  O  O
comments  O  O
are  O  O
recorded-  O  O
``  O  O
Boys  O  O
``  O  O
Boys  O  O
and  O  O
Girls  O  O
department  O  O
.  O  O

Suggested  O  O
enlargement  O  O
of  O  O
the  O  O
central  O  O
hall  B-CON  O
.  O  O

The  O  O
sub  O  O
committee  O  O
recommended  O  O
that  O  O
the  O  O
hall  B-CON  O
be  O  O
extended  O  O
12  O  O
feet  O  O
so  O  O
as  O  O
to  O  O
be  O  O
in  O  O
a  O  O
line  O  O
with  O  O
the  O  O
north  O  O
and  O  O
south  O  O
walls  B-CON  O
of  O  O
the  O  O
classrooms  B-CON  O
.  O  O

The  O  O
sub  O  O
committee  O  O
agree  O  O
that  O  O
the  O  O
suggestion  O  O
of  O  O
fencing  O  O
off  O  O
the  O  O
south  O  O
front  O  O
ought  O  O
to  O  O
be  O  O
adopted  O  O
and  O  O
that  O  O
the  O  O
portion  O  O
fenced  O  O
off  O  O
should  O  O
not  O  O
be  O  O
asphalted  O  O
.  O  O

Infants  O  O
department  O  O
.  O  O

The  O  O
committee  O  O
recommends  O  O
the  O  O
adoption  O  O
of  O  O
the  O  O
suggestion  O  O
of  O  O
the  O  O
assessor  O  O
that  O  O
the  O  O
size  O  O
of  O  O
the  O  O
central  O  O
hall  B-CON  O
shall  O  O
be  O  O
increased  O  O
by  O  O
the  O  O
omission  O  O
of  O  O
the  O  O
east  O  O
and  O  O
west  O  O
corridors  O  O
.  O  O

The  O  O
sub  O  O
committee  O  O
also  O  O
recommended  O  O
the  O  O
adoption  O  O
of  O  O
the  O  O
assessors  O  O
suggestion  O  O
that  O  O
open  B-ART  O
fireplaces  I-ART  O
in  O  O
both  O  O
central  O  O
halls  B-CON  O
shall  O  O
be  O  O
dispensed  O  O
with  O  O
and  O  O
that  O  O
the  O  O
numbers  O  O
of  O  O
radiators  B-ART  O
be  O  O
sufficiently  O  O
increased  O  O
.  O  O

The  O  O
architect  O  O
was  O  O
requested  O  O
to  O  O
state  O  O
in  O  O
writing  O  O
the  O  O
extra  O  O
cost  O  O
of  O  O
the  O  O
alterations  O  O
recommended  O  O
''  O  O
.  O  O

The  O  O
project  O  O
was  O  O
by  O  O
this  O  O
date  O  O
obviously  O  O
underway  O  O
,  O  O
though  O  O
how  O  O
and  O  O
when  O  O
the  O  O
architect  O  O
and  O  O
design  O  O
were  O  O
approved  O  O
