Word  actual_tag  prediction
modern  B-PER  O
straw  O  O
,  O  O
but  O  O
this  O  O
is  O  O
not  O  O
thought  O  O
to  O  O
indicate  O  O
that  O  O
the  O  O
feature  O  O
itself  O  O
was  O  O
modern  B-PER  B-PER
.  O  O

Trench  O  O
1139  O  O
(  O  O
Fig  O  O
.  O  O

15  O  O
)  O  O
5.2.2  O  O
A  O  O
metalled  B-MAT  O
surface  B-CON  O
(  O  O
3910  O  O
)  O  O
,  O  O
about  O  O
6  O  O
m  O  O
wide  O  O
,  O  O
was  O  O
found  O  O
running  O  O
across  O  O
the  O  O
trench  O  O
(  O  O
Plate  O  O
3  O  O
)  O  O
.  O  O

It  O  O
was  O  O
constructed  O  O
of  O  O
subangular  O  O
flint  B-MAT  B-MAT
nodules  B-ART  B-ART
lying  O  O
directly  O  O
on  O  O
the  O  O
natural  O  O
clay  O  O
,  O  O
and  O  O
was  O  O
140  O  O
mm  O  O
thick  O  O
.  O  O

A  O  O
pair  O  O
of  O  O
wheel-ruts  O  O
cut  O  O
the  O  O
surface  O  O
running  O  O
at  O  O
a  O  O
slightly  O  O
more  O  O
east-west  O  O
angle  O  O
.  O  O

The  O  O
overlying  O  O
layers  O  O
comprised  O  O
the  O  O
modern  B-PER  B-PER
ploughsoil  O  O
and  O  O
an  O  O
earlier  O  O
ploughsoil  O  O
(  O  O
3902  O  O
)  O  O
,  O  O
both  O  O
of  O  O
which  O  O
were  O  O
removed  O  O
by  O  O
machine  O  O
,  O  O
and  O  O
a  O  O
mid  O  O
grey-brown  O  O
silt  O  O
(  O  O
3911  O  O
and  O  O
3909  O  O
)  O  O
which  O  O
was  O  O
hand-excavated  O  O
in  O  O
a  O  O
slot  O  O
.  O  O

5.2.3  O  O
On  O  O
the  O  O
SW  O  O
side  O  O
of  O  O
the  O  O
trackway  O  O
were  O  O
two  O  O
ditch  O  B-CON
es  O  I-CON
running  O  O
approximately  O  O
parallel  O  O
to  O  O
each  O  O
other  O  O
.  O  O

The  O  O
larger  O  O
ditch  O  B-CON
,  O  O
3908  O  B-PER
,  O  O
was  O  O
without  O  O
finds  O  O
,  O  O
but  O  O
the  O  O
smaller  O  O
one  O  O
,  O  O
3904  O  O
,  O  O
yielded  O  O
2nd-century  B-PER  B-PER
pottery  B-ART  B-ART
,  O  O
tile  B-ART  B-ART
and  O  O
bone  B-ART  B-ART
.  O  O

It  O  O
is  O  O
unclear  O  O
whether  O  O
the  O  O
ditch  B-CON  B-CON
es  I-CON  I-CON
were  O  O
directly  O  O
associated  O  O
with  O  O
the  O  O
trackway  O  O
,  O  O
and  O  O
there  O  O
was  O  O
some  O  O
stratigraphic  O  O
suggestion  O  O
that  O  O
they  O  O
might  O  O
be  O  O
later  O  O
.  O  O

5.2.4  O  O
A  O  O
third  O  O
ditch  B-CON  B-CON
,  O  O
3915  O  O
,  O  O
was  O  O
sealed  O  O
by  O  O
the  O  O
trackway  O  O
.  O  O

Its  O  O
alignment  O  O
was  O  O
at  O  O
variance  O  O
with  O  O
that  O  O
of  O  O
the  O  O
other  O  O
two  O  O
.  O  O

It  O  O
was  O  O
without  O  O
finds  O  O
.  O  O

Trench  O  O
1141  O  O
(  O  O
Fig  O  O
.  O  O

14  O  O
,  O  O
section  O  O
38  O  O
)  O  O
5.2.5  O  O
A  O  O
single  O  O
archaeological  O  O
feature  O  O
in  O  O
this  O  O
trench  O  O
was  O  O
a  O  O
circular  O  O
pit  O  O
1.3  O  O
m  O  O
in  O  O
diameter  O  O
and  O  O
260  O  O
mm  O  O
deep  O  O
(  O  O
4104  O  O
)  O  O
.  O  O

A  O  O
few  O  O
sherd  B-ART  B-ART
s  I-ART  I-ART
of  O  O
1st-century  B-PER  B-PER
pot  B-ART  B-ART
were  O  O
recovered  O  O
from  O  O
the  O  O
upper  O  O
fill  O  O
(  O  O
4102  O  O
)  O  O
.  O  O

Charred  B-ART  O
remains  I-ART  O
were  O  O
absent  O  O
from  O  O
the  O  O
lower  O  O
fill  O  O
(  O  O
4103  O  O
-  O  O
Sample  O  O
5  O  O
)  O  O
and  O  O
straw  O  O
fragments  O  O
indicated  O  O
some  O  O
modern  B-PER  O
contamination  O  O
.  O  O

Blank  O  O
trenches  O  O
(  O  O
1136  O  O
,  O  O
1137  O  O
and  O  O
1140  O  O
)  O  O
5.2.6  O  O
These  O  O
trenches  O  O
showed  O  O
no  O  O
archaeological  O  O
features  O  O
.  O  O

Probable  O  O
tree-holes  O  B-ART
were  O  O
recorded  O  O
in  O  O
1136  O  O
and  O  O
1140  O  O
.  O  O

Burnt  B-ART  O
flint  I-ART  B-ART
within  O  O
the  O  O
topsoil  O  O
of  O  O
1140  O  O
did  O  O
not  O  O
relate  O  O
to  O  O
any  O  O
subsoil  O  O
features  O  O
.  O  O

5.3  O  O
South  O  O
of  O  O
Corbier  B-LOC  B-LOC
Hall  I-LOC  I-LOC
`  O  O
Moat  B-CON  O
'  O  O
Trenches  O  O
(  O  O
1145  O  O
,  O  O
1143  O  O
and  O  O
1142  O  O
)  O  O
Trench  O  O
1145  O  O
(  O  O
Fig  O  O
.  O  O

16  O  O
plan  O  O
&  O  O
sections  O  O
7  O  O
,  O  O
10  O  O
)  O  O
5.3.1  O  O
The  O  O
trench  O  O
was  O  O
machine-excavated  O  O
to  O  O
the  O  O
natural  O  O
clay-silt  O  O
.  O  O

The  O  O
modern  B-PER  B-PER
ploughsoil  O  O
,  O  O
a  O  O
chalky  O  O
dump  O  O
deposit  O  O
4509  O  O
and  O  O
a  O  O
clean  O  O
greyish  O  O
brown  O  O
subsoil  O  O
4507  O  O
were  O  O
removed  O  O
.  O  O

4507  O  O
was  O  O
homogeneous  O  O
and  O  O
well  O  O
mixed  O  O
with  O  O
flint  B-ART  B-MAT
,  O  O
suggesting  O  O
an  O  O
earlier  O  O
,  O  O
though  O  O
undated  O  O
,  O  O
ploughsoil  O  O
.  O  O

It  O  O
was  O  O
cut  O  O
by  O  O
two  O  O
ditch  O  B-CON
es  O  I-CON
,  O  O
the  O  O
large  O  O
`  O  O
moat  B-CON  O
'  O  O
ditch  O  B-CON
4506  O  O
,  O  O
and  O  O
a  O  O
smaller  O  O
ditch  O  O
4512  O  O
running  O  O
parallel  O  O
to  O  O
it  O  O
.  O  O

5.3.2  O  O
Ditch  O  B-CON
4506  O  O
was  O  O
6.5  O  O
m  O  O
wide  O  O
.  O  O

The  O  O
upper  O  O
fill  O  O
,  O  O
4502  O  O
,  O  O
was  O  O
a  O  O
recent  O  O
dump  O  O
of  O  O
grey  O  O
flint  O  B-MAT
y  O  B-ART
clay  O  I-ART
which  O  O
was  O  O
partly  O  O
removed  O  O
by  O  O
machine  O  O
to  O  O
the  O  O
level  O  O
of  O  O
the  O  O
rest  O  O
of  O  O
the  O  O
trench  O  O
.  O  O

A  O  O
slot  O  O
through  O  O
the  O  O
ditch  O  B-CON
was  O  O
hand-dug  O  O
to  O  O
a  O  O
depth  O  O
of  O  O
about  O  O
1  O  O
m  O  O
without  O  O
the  O  O
base  O  O
being  O  O
reached  O  O
.  O  O

All  O  O
the  O  O
fills  O  O
appeared  O  O
to  O  O
be  O  O
modern  B-PER  B-PER
,  O  O
and  O  O
post-medieval  B-PER  B-PER
tile  B-ART  B-ART
was  O  O
recovered  O  O
from  O  O
4503  O  O
.  O  O

The  O  O
lowest  O  O
fill  O  O
reached  O  O
,  O  O
4504  O  O
,  O  O
was  O  O
a  O  O
friable  O  O
dark  O  O
greyish  O  O
brown  O  O
silt  O  O
loam  O  O
containing  O  O
decayed  B-ART  O
wood  I-ART  O
fragments  I-ART  O
.  O  O

It  O  O
was  O  O
tentatively  O  O
interpreted  O  O
as  O  O
a  O  O
stable  O  O
A  O  O
horizon  O  O
of  O  O
a  O  O
soil  O  O
containing  O  O
the  O  O
remains  O  O
of  O  O
hedge/scrub  O  O
roots  O  O
which  O  O
had  O  O
developed  O  O
within  O  O
the  O  O
partly  O  O
infilled  O  O
ditch  O  B-CON
.  O  O

5.3.3  O  O
Ditch  O  B-CON
4512  O  O
had  O  O
a  O  O
clean  O  O
silt  O  O
silty  O  O
lower  O  O
fill  O  O
(  O  O
4511  O  O
)  O  O
and  O  O
appeared  O  O
to  O  O
have  O  O
been  O  O
subsequently  O  O
levelled  O  O
with  O  O
a  O  O
dumped  O  O
deposit  O  O
4510  O  O
which  O  O
was  O  O
probably  O  O
contemporary  O  O
with  O  O
the  O  O
upper  O  O
fills  O  O
of  O  O
4506  O  O
.  O  O

Trench  O  O
1143  O  O
(  O  O
Fig  O  O
.  O  O

16  O  O
plan  O  O
&  O  O
section  O  O
16  O  O
)  O  O
5.3.4  O  O
Both  O  O
the  O  O
ditch  O  B-CON
es  O  I-CON
from  O  O
Trench  O  O
1145  O  O
were  O  O
traced  O  O
into  O  O
Trench  O  O
1143  O  O
.  O  O

A  O  O
section  O  O
through  O  O
the  O  O
smaller  O  O
ditch  O  O
,  O  O
4306  O  O
,  O  O
produced  O  O
very  O  O
similar  O  O
results  O  O
to  O  O
the  O  O
section  O  O
in  O  O
Trench  O  O
1145  O  O
without  O  O
clarifying  O  O
the  O  O
dating  O  O
.  O  O

The  O  O
large  O  O
ditch  O  B-CON
,  O  O
4312  O  O
,  O  O
was  O  O
not  O  O
examined  O  O
.  O  O

Trench  O  O
1142  O  O
(  O  O
fig  O  O
.  O  O

Of  O  O
the  O  O
trackway  O  B-CON
there  O  O
was  O  O
no  O  O
trace  O  O
,  O  O
and  O  O
it  O  O
was  O  O
considered  O  O
possible  O  O
that  O  O
it  O  O
lay  O  O
further  O  O
to  O  O
the  O  O
NW  O  O
.  O  O

5.3.6  O  O
The  O  O
trench  O  O
was  O  O
machine-excavated  O  O
to  O  O
the  O  O
natural  O  O
clay  O  O
silt  O  O
which  O  O
contained  O  O
discrete  O  O
patches  O  O
of  O  O
flint  B-ART  B-ART
.  O  O

The  O  O
stratigraphic  O  O
sequence  O  O
was  O  O
similar  O  O
to  O  O
that  O  O
in  O  O
Trenches  O  O
1143  O  O
and  O  O
1145  O  O
.  O  O

Under  O  O
the  O  O
modern  B-PER  B-PER
ploughsoil  O  O
was  O  O
a  O  O
heterogeneous  O  O
dumping  O  O
layer  O  O
4206  O  O
,  O  O
partly  O  O
filling  O  O
ditch  O  B-CON
4204  O  O
,  O  O
overlying  O  O
a  O  O
clean  O  O
mid  O  O
brown  O  O
subsoil  O  O
4202  O  O
,  O  O
which  O  O
4204  O  O
cut  O  O
.  O  O

5.3.7  O  O
Ditch  O  B-CON
4204  O  O
was  O  O
6.5  O  O
m  O  O
wide  O  O
and  O  O
contained  O  O
exclusively  O  O
modern  B-PER  B-PER
fills  O  O
,  O  O
4205  O  O
and  O  O
4207  O  O
,  O  O
which  O  O
were  O  O
compact  O  O
flint  O  B-MAT
y  O  B-ART
clay  O  I-ART
dumps  O  O
with  O  O
modern  B-PER  O
brick  O  B-ART
,  O  O
as  O  O
well  O  O
as  O  O
4206  O  O
.  O  O

The  O  O
ditch  O  B-CON
was  O  O
excavated  O  O
by  O  O
machine  O  O
to  O  O
a  O  O
depth  O  O
of  O  O
about  O  O
1  O  O
m  O  O
without  O  O
a  O  O
trace  O  O
of  O  O
the  O  O
bottom  O  O
.  O  O

The  O  O
ditch  O  B-CON
was  O  O
probably  O  O
a  O  O
continuation  O  O
of  O  O
4506  O  O
and  O  O
4312  O  O
on  O  O
a  O  O
different  O  O
alignment  O  O
.  O  O

Post-medieval  B-PER  O
brick  B-MAT  O
structure  B-CON  O
(  O  O
Trench  O  O
1977  O  O
)  O  O
(  O  O
Fig  O  O
.  O  O

17  O  O
)  O  O
5.3.8  O  O
The  O  O
trench  O  O
was  O  O
dug  O  O
within  O  O
the  O  O
dry  O  O
valley  O  O
.  O  O

Two  O  O
re-alignments  O  O
were  O  O
made  O  O
to  O  O
avoid  O  O
disturbing  O  O
a  O  O
field  O  B-CON
drain  O  I-CON
and  O  O
to  O  O
expose  O  O
the  O  O
brick  B-MAT  O
structure  B-CON  O
more  O  O
completely  O  O
.  O  O

The  O  O
structure  B-CON  O
was  O  O
cleaned  O  O
and  O  O
the  O  O
fill  O  O
excavated  O  O
to  O  O
a  O  O
depth  O  O
of  O  O
0.6  O  O
m  O  O
where  O  O
the  O  O
water-table  O  O
was  O  O
reached  O  O
.  O  O

The  O  O
base  O  O
of  O  O
the  O  O
structure  B-CON  O
was  O  O
not  O  O
found  O  O
.  O  O

5.3.9  O  O
The  O  O
structure  B-CON  O
,  O  O
7707  O  O
,  O  O
was  O  O
encountered  O  O
directly  O  O
under  O  O
the  O  O
modern  B-PER  B-PER
ploughsoil  O  O
.  O  O

It  O  O
comprised  O  O
a  O  O
circular  O  O
chamber  O  O
,  O  O
1.6  O  O
m  O  O
in  O  O
internal  O  O
diameter  O  O
,  O  O
and  O  O
an  O  O
entrance  O  O
corridor  O  O
paved  O  O
with  O  O
ragstone  B-MAT  B-MAT
,  O  O
7706  O  O
(  O  O
Plate  O  O
6  O  O
)  O  O
.  O  O

Around  O  O
the  O  O
structure  B-CON  O
was  O  O
an  O  O
uneven  O  O
floor  O  O
,  O  O
7704  O  O
,  O  O
of  O  O
tightly-packed  O  B-ART
ragstone  B-MAT  I-ART
and  O  O
flint  B-MAT  B-ART
.  O  O

Two  O  O
in  O  O
situ  O  O
,  O  O
semi-rotten  O  O
,  O  O
charred  O  O
wood  B-MAT  O
en  I-MAT  O
posts  B-ART  O
,  O  O
7708  O  O
and  O  O
7709  O  O
,  O  O
were  O  O
uncovered  O  O
,  O  O
apparently  O  O
driven  O  O
into  O  O
the  O  O
floor  O  O
surround  O  O
.  O  O

5.3  O  O
.  O  O

10  O  O
The  O  O
fill  O  O
of  O  O
the  O  O
structure  O  O
,  O  O
as  O  O
far  O  O
as  O  O
excavated  O  O
,  O  O
was  O  O
similar  O  O
to  O  O
the  O  O
modern  B-PER  B-PER
ploughsoil  O  O
and  O  O
contained  O  O
modern  B-PER  B-PER
finds  O  O
,  O  O
including  O  O
barbed  O  O
wire  O  B-ART
and  O  O
a  O  O
charred  O  O
wood  O  O
en  O  O
post  O  O
.  O  O

5.3.11  O  O
The  O  O
structure  O  O
itself  O  O
was  O  O
of  O  O
`  O  O
modern  B-PER  B-PER
'  O  O
(  O  O
ie  O  O
.  O  O

frogged  O  O
)  O  O
brick  O  B-ART
,  O  O
bonded  O  O
with  O  O
soft  O  O
yellowish  O  O
brown  O  O
sandy  O  B-ART
mortar  O  I-ART
which  O  O
had  O  O
also  O  O
been  O  O
used  O  O
for  O  O
a  O  O
light  O  O
interior  O  O
rendering  O  O
.  O  O

The  O  O
coursing  O  O
was  O  O
flat-bedded  O  O
except  O  O
the  O  O
surviving  O  O
uppermost  O  O
course  O  O
which  O  O
was  O  O
laid  O  O
on  O  O
edge  O  O
nearly  O  O
all  O  O
the  O  O
way  O  O
round  O  O
,  O  O
leaving  O  O
a  O  O
shallow  O  O
(  O  O
4-5  O  O
cm  O  O
deep  O  O
)  O  O
recess  O  O
on  O  O
the  O  O
NE  O  O
side  O  O
.  O  O

The  O  O
chamber  O  O
was  O  O
constructed  O  O
with  O  O
a  O  O
slight  O  O
but  O  O
notable  O  O
curve  O  O
towards  O  O
the  O  O
base  O  O
.  O  O

The  O  O
ragstone  O  O
paved  O  O
corridor  O  O
was  O  O
in  O  O
the  O  O
form  O  O
of  O  O
a  O  O
shallow-stepped  O  O
ramp  O  O
.  O  O

5.3.12  O  O
It  O  O
is  O  O
unclear  O  O
whether  O  O
or  O  O
not  O  O
the  O  O
structure  O  O
had  O  O
been  O  O
roof  O  O
ed  O  O
.  O  O

The  O  O
absence  O  O
of  O  O
brick  O  O
rubble  O  O
,  O  O
the  O  O
flat  O  O
surface  O  O
of  O  O
the  O  O
upper  O  O
course  O  O
of  O  O
brick  O  O
s  O  O
,  O  O
laid  O  O
on  O  O
edge  O  O
and  O  O
without  O  O
adhering  O  B-ART
mortar  O  I-ART
,  O  O
and  O  O
the  O  O
position  O  O
of  O  O
the  O  O
wood  B-MAT  O
en  I-MAT  O
post  B-ART  O
(  O  O
which  O  O
may  O  O
have  O  O
supported  O  O
a  O  O
rudimentary  O  O
covering  O  O
)  O  O
,  O  O
all  O  O
suggest  O  O
that  O  O
a  O  O
brick  O  O
superstructure  O  O
never  O  O
existed  O  O
.  O  O

However  O  O
,  O  O
against  O  O
this  O  O
is  O  O
the  O  O
contrary  O  O
evidence  O  O
of  O  O
a  O  O
slight  O  O
recess  O  O
on  O  O
the  O  O
NE  O  O
side  O  O
suggesting  O  O
the  O  O
remains  O  O
of  O  O
a  O  O
window  O  O
light  O  O
.  O  O

The  O  O
absence  O  O
of  O  O
rendering  O  O
on  O  O
the  O  O
upper  O  O
surface  O  O
of  O  O
the  O  O
wall  B-CON  B-CON
could  O  O
be  O  O
taken  O  O
to  O  O
indicate  O  O
that  O  O
upper  O  O
courses  O  O
had  O  O
been  O  O
removed  O  O
,  O  O
although  O  O
,  O  O
that  O  O
said  O  O
,  O  O
it  O  O
is  O  O
clear  O  O
that  O  O
had  O  O
any  O  O
dismantling  O  O
of  O  O
a  O  O
superstructure  O  O
taken  O  O
place  O  O
it  O  O
must  O  O
have  O  O
been  O  O
very  O  O
carefully  O  O
done  O  O
.  O  O

The  O  O
machine-excavated  O  O
overburden  O  O
generally  O  O
consisted  O  O
of  O  O
350-400  O  O
mm  O  O
of  O  O
modern  B-PER  B-PER
ploughsoil  O  O
directly  O  O
over  O  O
the  O  O
natural  O  O
clay-silt  O  O
with  O  O
gravelly  O  O
patches  O  O
.  O  O

A  O  O
thin  O  O
subsoil  O  O
(  O  O
earlier  O  O
ploughsoil  O  O
?  O  O
)  O  O

was  O  O
also  O  O
removed  O  O
in  O  O
Trench  O  O
1144  O  O
.  O  O

5.3.14  O  O
Two  O  O
probable  O  O
medieval  B-PER  O
plough  B-CON  O
furrows  I-CON  O
were  O  O
revealed  O  O
at  O  O
the  O  O
northern  O  O
end  O  O
of  O  O
1144  O  O
.  O  O

One  O  O
was  O  O
excavated  O  O
and  O  O
was  O  O
shown  O  O
to  O  O
be  O  O
3.1  O  O
m  O  O
broad  O  O
and  O  O
just  O  O
230  O  O
mm  O  O
deep  O  O
with  O  O
an  O  O
uneven  O  O
,  O  O
scored  O  O
base  O  O
.  O  O

No  O  O
finds  O  O
were  O  O
retrieved  O  O
.  O  O

The  O  O
second  O  O
one  O  O
,  O  O
4  O  O
m  O  O
to  O  O
the  O  O
S  O  O
was  O  O
not  O  O
excavated  O  O
.  O  O

A  O  O
similar  O  O
,  O  O
though  O  O
slightly  O  O
narrower  O  O
and  O  O
deeper  O  O
feature  O  O
(  O  O
2.8  O  O
m  O  O
x  O  O
350  O  O
mm  O  O
)  O  O
was  O  O
examined  O  O
in  O  O
Trench  O  O
1146  O  O
.  O  O

It  O  O
was  O  O
adjacent  O  O
to  O  O
a  O  O
possibly  O  O
similar  O  O
feature  O  O
at  O  O
the  O  O
extreme  O  O
eastern  O  O
end  O  O
of  O  O
the  O  O
trench  O  O
.  O  O

They  O  O
may  O  O
have  O  O
been  O  O
medieval  B-PER  B-PER
furrows  B-CON  O
but  O  O
ran  O  O
approximately  O  O
at  O  O
right-angles  O  O
to  O  O
those  O  O
in  O  O
Trench  O  O
1146  O  O
.  O  O

5.3.15  O  O
Two  O  O
small  O  O
ditch  B-CON  B-CON
es  I-CON  I-CON
of  O  O
approximately  O  O
the  O  O
same  O  O
dimensions  O  O
were  O  O
examined  O  O
in  O  O
Trenches  O  O
1144  O  O
and  O  O
1147  O  O
(  O  O
features  O  O
4413  O  O
and  O  O
4705  O  O
)  O  O
.  O  O

They  O  O
are  O  O
likely  O  O
to  O  O
have  O  O
been  O  O
field  B-CON  O
boundaries/drains  I-CON  O
.  O  O

A  O  O
single  O  O
sherd  B-ART  B-ART
of  O  O
possibly  O  O
2nd  B-PER  B-PER
century  I-PER  I-PER
pot  B-ART  B-ART
came  O  O
from  O  O
4413  O  O
.  O  O

5.3.16  O  O
In  O  O
Trench  O  O
1144  O  O
,  O  O
two  O  O
small  O  O
intercutting  O  O
pits  B-CON  O
,  O  O
4410  O  O
and  O  O
4408  O  O
were  O  O
also  O  O
examined  O  O
.  O  O

The  O  O
earlier  O  O
of  O  O
the  O  O
two  O  O
yielded  O  O
a  O  O
small  O  O
sherd  B-ART  B-ART
of  O  O
possibly  O  O
1  B-PER  B-PER
st  I-PER  I-PER
century  I-PER  I-PER
pot  B-ART  B-ART
and  O  O
an  O  O
iron  B-MAT  B-MAT
arrowhead  B-ART  B-ART
which  O  O
may  O  O
be  O  O
of  O  O
post-medieval  B-PER  B-PER
date  O  O
.  O  O

In  O  O
Trench  O  O
1147  O  O
a  O  O
shallow  O  O
,  O  O
irregular  O  O
pit  B-CON  B-CON
,  O  O
4703  O  O
,  O  O
contained  O  O
charcoal  B-ART  B-ART
and  O  I-ART
burnt  B-ART  I-ART
flint  I-ART  I-ART
.  O  O

The  O  O
charred  O  O
remains  O  O
were  O  O
indeterminate  O  O
(  O  O
Sample  O  O
1  O  O
)  O  O
.  O  O

6  O  O
ARCHAEOLOGICAL  O  O
CONTEXT  O  O
INVENTORY  O  O
Column  O  O
1  O  O
:  O  O
Trench  O  O
no  O  O
.  O  O

Column  O  O
2  O  O
:  O  O
Context  O  O
no  O  O
.  O  O

Column  O  O
4  O  O
:  O  O
Stratigraphic  O  O
relationships  O  O
.  O  O

o/l  O  O
=  O  O
overlies  O  O
;  O  O
c/by  O  O
=  O  O
cut  O  O
by  O  O
;  O  O
f/o  O  O
=  O  O
fill  O  O
of  O  O
Column  O  O
5  O  O
:  O  O
pot  O  B-ART
is  O  O
1st  B-PER  O
-2nd  I-PER  B-PER
century  I-PER  I-PER
unless  O  O
otherwise  O  O
stated  O  O
;  O  O
tile  B-ART  B-ART
is  O  O
Roman  B-PER  B-PER
tile  B-ART  B-ART
unless  O  O
otherwise  O  O
stated  O  O
;  O  O
bone  B-ART  B-ART
is  O  O
animal  B-ART  B-SPE
bone  I-ART  B-ART
Column  O  O
6  O  O
:  O  O
No  O  O
.  O  O

of  O  O
finds  O  O
.  O  O

Res  O  O
.  O  O

=  O  O
residual  O  O
;  O  O
Intr  O  O
.  O  O

=  O  O
intrusive  O  O
Column  O  O
7  O  O
:  O  O
ceramic  O  O
spot-date  O  O
with  O  O
stratigraphic  O  O
interpretation  O  O
.  O  O

late  B-PER  O
c.  I-PER  O
1  I-PER  O
+  I-PER  O
=  O  O
late  B-PER  B-PER
