Word  actual_tag  prediction
bibliography  O  O
.  O  O

Appendix  O  O
1  O  O
contains  O  O
all  O  O
trench  O  O
summary  O  O
information  O  O
.  O  O

Appendix  O  O
2  O  O
contains  O  O
finds  O  O
information  O  O
for  O  O
the  O  O
field  O  O
walking  O  O
survey  O  O
and  O  O
trial  O  O
trenching  O  O
.  O  O

Appendix  O  O
3  O  O
contains  O  O
the  O  O
full  O  O
geophysical  O  O
survey  O  O
report  O  O
.  O  O

All  O  O
figures  O  O
are  O  O
bound  O  O
at  O  O
the  O  O
back  O  O
of  O  O
this  O  O
report  O  O
.  O  O

HER  O  O
Historic  O  O
Environment  O  O
Record  O  O
IFA  O  O
Institute  O  O
of  O  O
Field  O  O
Archaeologists  O  O
MAP  O  O
II  O  O
PD  O  O
WYAS  O  O
The  O  O
site  O  O
Management  O  O
of  O  O
Archaeological  O  O
Projects  O  O
.  O  O

The  O  O
work  O  O
was  O  O
occasioned  O  O
by  O  O
a  O  O
proposed  O  O
extension  O  O
to  O  O
the  O  O
Yale  O  B-LOC
Cemetery  O  I-LOC
and  O  O
Crematorium  O  B-LOC
.  O  O

The  O  O
c.4ha  O  O
proposed  O  O
cemetery  O  O
extension  O  O
lies  O  O
on  O  O
the  O  O
north-eastern  O  O
fringes  O  O
of  O  O
Luton  B-LOC  B-LOC
,  O  O
centred  O  O
at  O  O
TL  O  O
1060  O  O
2466  O  O
.  O  O

It  O  O
is  O  O
bounded  O  O
to  O  O
the  O  O
east  O  O
by  O  O
the  O  O
existing  O  O
cemetery  O  B-CON
and  O  O
to  O  O
the  O  O
west  O  O
by  O  O
Butterfield  B-LOC  O
Green  I-LOC  O
Road  I-LOC  O
,  O  O
which  O  O
leads  O  O
to  O  O
the  O  O
rural  O  O
hamlet  O  O
of  O  O
Butterfield  B-LOC  O
Green  I-LOC  O
.  O  O

To  O  O
the  O  O
north  O  O
it  O  O
is  O  O
bounded  O  O
by  O  O
the  O  O
wider  O  O
Butterfield  B-LOC  O
development  O  O
area  O  O
(  O  O
still  O  O
under  O  O
arable  O  O
cultivation  O  O
at  O  O
the  O  O
time  O  O
of  O  O
the  O  O
fieldwork  O  O
)  O  O
.  O  O

The  O  O
Butterfield  B-LOC  O
development  O  O
area  O  O
is  O  O
set  O  O
within  O  O
a  O  O
landscape  O  O
that  O  O
contains  O  O
a  O  O
variety  O  O
of  O  O
evidence  O  O
for  O  O
prehistoric  B-PER  B-PER
,  O  O
Roman  B-PER  B-PER
and  O  O
medieval  B-PER  B-PER
occupation  O  O
.  O  O

The  O  B-LOC
Icknield  B-LOC  I-LOC
Way  I-LOC  I-LOC
and  O  O
the  O  O
Edeway  B-LOC  O
run  O  O
to  O  O
the  O  O
north  O  O
of  O  O
the  O  O
proposed  O  O
development  O  O
and  O  O
a  O  O
number  O  O
of  O  O
early  B-PER  B-PER
prehistoric  I-PER  I-PER
ritual  B-CON  O
and  I-CON  O
burial  I-CON  O
monuments  I-CON  O
are  O  O
present  O  O
on  O  O
the  O  O
chalk  O  O
downland  O  O
.  O  O

The  O  O
area  O  O
also  O  O
demonstrates  O  O
significant  O  O
medieval  B-PER  B-PER
activity  O  O
in  O  O
the  O  O
form  O  O
of  O  O
manors  O  O
and  O  O
associated  O  O
earthworks  O  O
.  O  O

The  O  O
evaluation  O  O
demonstrated  O  O
the  O  O
presence  O  O
of  O  O
Iron  B-PER  B-PER
Age  I-PER  I-PER
,  O  O
Roman  B-PER  B-PER
and  O  O
medieval  B-PER  B-PER
remains  O  O
within  O  O
the  O  O
proposed  O  O
development  O  O
area  O  O
.  O  O

On  O  O
the  O  O
evidence  O  O
of  O  O
the  O  O
trial  O  O
trenching  O  O
,  O  O
the  O  O
western  O  O
part  O  O
of  O  O
the  O  O
site  O  O
has  O  O
the  O  O
highest  O  O
archaeological  O  O
potential  O  O
,  O  O
a  O  O
conclusion  O  O
supported  O  O
by  O  O
the  O  O
distribution  O  O
of  O  O
artefacts  O  O
recovered  O  O
during  O  O
fieldwalking  O  O
.  O  O

Artefacts  O  O
recovered  O  O
from  O  O
the  O  O
fills  O  O
of  O  O
ditches  O  B-CON
representing  O  O
field  O  B-CON
systems  O  I-CON
,  O  O
hint  O  O
at  O  O
likely  O  O
settlement  O  O
activity  O  O
to  O  O
the  O  O
west  O  O
of  O  O
the  O  O
development  O  O
area  O  O
.  O  O

This  O  O
is  O  O
particularly  O  O
the  O  O
case  O  O
for  O  O
the  O  O
early  B-PER  B-PER
middle  I-PER  I-PER
Iron  I-PER  I-PER
Age  I-PER  I-PER
and  O  O
medieval  B-PER  B-PER
periods  O  O
,  O  O
the  O  O
remains  O  O
of  O  O
which  O  O
are  O  O
likely  O  O
to  O  O
be  O  O
of  O  O
regional  O  O
significance  O  O
.  O  O

Although  O  O
the  O  O
geophysical  O  O
survey  O  O
demonstrated  O  O
limited  O  O
archaeological  O  O
potential  O  O
throughout  O  O
the  O  O
entire  O  O
site  O  O
,  O  O
both  O  O
the  O  O
trial  O  O
trenching  O  O
and  O  O
fieldwalking  O  O
suggested  O  O
that  O  O
the  O  O
eastern  O  O
part  O  O
of  O  O
the  O  O
site  O  O
is  O  O
unlikely  O  O
to  O  O
contain  O  O
significant  O  O
archaeological  O  O
remains  O  O
.  O  O

INTRODUCTION  O  O
1.1  O  O
Project  O  O
Background  O  O
In  O  O
March  O  O
2003  B-PER  B-PER
outline  O  O
planning  O  O
permission  O  O
(  O  O
00/573/OUT  O  O
)  O  O
was  O  O
granted  O  O
for  O  O
an  O  O
extension  O  O
to  O  O
the  O  O
Vale  O  B-LOC
Cemetery  O  I-LOC
and  O  O
Crematorium  O  O
in  O  O
Luton  B-LOC  B-LOC
.  O  O

The  O  O
site  O  O
lies  O  O
close  O  O
to  O  O
Butterfield  B-LOC  O
Green  I-LOC  O
and  O  O
is  O  O
in  O  O
an  O  O
area  O  O
which  O  O
is  O  O
being  O  O
developed  O  O
as  O  O
a  O  O
university  O  O
campus  O  O
,  O  O
an  O  O
innovation  O  O
centre  O  O
and  O  O
technology  O  O
village  O  O
.  O  O

A  O  O
condition  O  O
has  O  O
been  O  O
attached  O  O
to  O  O
the  O  O
planning  O  O
permission  O  O
,  O  O
requiring  O  O
the  O  O
implementation  O  O
of  O  O
a  O  O
programme  O  O
of  O  O
archaeological  O  O
investigation  O  O
.  O  O

As  O  O
the  O  O
local  O  O
planning  O  O
authority  O  O
's  O  O
archaeological  O  O
adviser  O  O
,  O  O
Bedfordshire  B-LOC  B-LOC
County  O  O
Council  O  O
's  O  O
Archaeological  O  O
Officer  O  O
(  O  O
BCC  O  O
's  O  O
AO  O  O
)  O  O
issued  O  O
a  O  O
brief  O  O
(  O  O
BCC  O  O
2003a  O  O
)  O  O
,  O  O
outlining  O  O
a  O  O
three-staged  O  O
approach  O  O
to  O  O
the  O  O
programme  O  O
of  O  O
archaeological  O  O
work  O  O
:  O  O
+  O  O
Stage  O  O
I  O  O
-  O  O
archaeological  O  O
field  O  O
evaluation  O  O
comprising  O  O
fieldwalking  O  O
,  O  O
geophysics  O  O
and  O  O
trial  O  O
trenching  O  O
.  O  O

+  O  O
Stage  O  O
II  O  O
-  O  O
appraisal  O  O
of  O  O
the  O  O
results  O  O
of  O  O
the  O  O
archaeological  O  O
field  O  O
evaluation  O  O
.  O  O

+  O  O
Stage  O  O
III  O  O
-  O  O
implementation  O  O
of  O  O
an  O  O
agreed  O  O
programme  O  O
of  O  O
archaeological  O  O
investigation  O  O
and  O  O
recording  O  O
(  O  O
if  O  O
required  O  O
,  O  O
following  O  O
completion  O  O
of  O  O
Stage  O  O
II  O  O
)  O  O
.  O  O

BCC  O  O
's  O  O
AO  O  O
also  O  O
issued  O  O
a  O  O
brief  O  O
for  O  O
the  O  O
Stage  O  O
I  O  O
archaeological  O  O
field  O  O
evaluation  O  O
(  O  O
BCC  O  O
2003b  O  O
)  O  O
.  O  O

In  O  O
February  O  O
2005  B-PER  B-PER
,  O  O
Albion  O  O
Archaeology  O  O
was  O  O
commissioned  O  O
by  O  O
Luton  B-LOC  B-LOC
Borough  O  I-LOC
Council  O  I-LOC
's  O  I-LOC
consultant  O  I-LOC
,  O  I-LOC
Bertram  O  I-LOC
Sheppard  O  I-LOC
Ltd  O  O
to  O  O
undertake  O  O
all  O  O
elements  O  O
of  O  O
the  O  O
archaeological  O  O
field  O  O
evaluation  O  O
.  O  O

A  O  O
project  O  O
design  O  O
was  O  O
written  O  O
on  O  O
the  O  O
basis  O  O
of  O  O
the  O  O
brief  O  O
(  O  O
Albion  O  O
Archaeology  O  O
2005  B-PER  B-PER
)  O  O
.  O  O

1.2  O  O
Site  O  O
Location  O  O
and  O  O
Description  O  O
The  O  O
c.4ha  O  O
proposed  O  O
cemetery  O  O
extension  O  O
lies  O  O
on  O  O
the  O  O
north-eastern  O  O
fringes  O  O
of  O  O
Luton  B-LOC  B-LOC
,  O  O
centred  O  O
at  O  O
TL  O  O
1060  O  O
2466  O  O
(  O  O
Figure  O  O
1  O  O
)  O  O
.  O  O

It  O  O
is  O  O
bounded  O  O
to  O  O
the  O  O
east  O  O
by  O  O
the  O  O
existing  O  O
cemetery  O  B-CON
and  O  O
to  O  O
the  O  O
west  O  O
by  O  O
Butterfield  B-LOC  O
Green  I-LOC  O
Road  I-LOC  O
,  O  O
which  O  O
leads  O  O
to  O  O
the  O  O
rural  O  O
hamlet  O  O
of  O  O
Butterfield  B-LOC  O
Green  I-LOC  O
.  O  O

To  O  O
the  O  O
north  O  O
it  O  O
is  O  O
bounded  O  O
by  O  O
the  O  O
wider  O  O
Butterfield  B-LOC  O
development  O  O
area  O  O
(  O  O
still  O  O
under  O  O
arable  O  O
cultivation  O  O
at  O  O
the  O  O
time  O  O
of  O  O
the  O  O
fieldwork  O  O
)  O  O
.  O  O

At  O  O
the  O  O
time  O  O
of  O  O
the  O  O
archaeological  O  O
field  O  O
evaluation  O  O
,  O  O
the  O  O
land  O  O
was  O  O
under  O  O
arable  O  O
cultivation  O  O
.  O  O

It  O  O
formed  O  O
the  O  O
southern  O  O
end  O  O
of  O  O
a  O  O
large  O  O
field  O  O
,  O  O
extending  O  O
northwards  O  O
to  O  O
Whitehill  B-LOC  O
Cottages  I-LOC  O
.  O  O

The  O  O
site  O  O
lies  O  O
within  O  O
a  O  O
wider  O  O
landscape  O  O
of  O  O
gently  O  O
rolling  O  O
,  O  O
chalk  O  O
downs  O  O
.  O  O

The  O  O
land  O  B-CON
surface  O  I-CON
slopes  O  O
down  O  O
gradually  O  O
from  O  O
north  O  O
to  O  O
south  O  O
,  O  O
at  O  O
a  O  O
height  O  O
of  O  O
c.165mOD  O  O
.  O  O

Within  O  O
the  O  O
Butterfield  B-LOC  O
area  O  O
as  O  O
a  O  O
whole  O  O
,  O  O
soils  O  O
are  O  O
characterised  O  O
by  O  O
gleyed  O  O
brown  O  O
earth  O  O
with  O  O
flints  O  O
(  O  O
Batcombe  O  O
Association  O  O
)  O  O
and  O  O
chalky  O  O
loam  O  O
(  O  O
Coombe  O  O
Association  O  O
)  O  O
.  O  O

1.3  O  O
Archaeological  O  O
Background  O  O
The  O  O
proximity  O  O
of  O  O
the  O  O
site  O  O
to  O  O
the  O  O
Icknield  B-LOC  B-LOC
Way  I-LOC  I-LOC
and  O  O
the  O  O
Edeway  B-LOC  O
to  O  O
the  O  O
north  O  O
of  O  O
Butterfield  B-LOC  O
sets  O  O
it  O  O
within  O  O
a  O  O
landscape  O  O
that  O  O
contains  O  O
a  O  O
variety  O  O
of  O  O
evidence  O  O
for  O  O
the  O  O
prehistoric  B-PER  B-PER
,  O  O
Roman  B-PER  B-PER
,  O  O
medieval  B-PER  B-PER
and  O  O
post-medieval  B-PER  B-PER
periods  O  O
.  O  O

This  O  O
data  O  O
was  O  O
obtained  O  O
from  O  O
Bedfordshire  B-LOC  B-LOC
's  O  O
Historic  O  O
Environment  O  O
Record  O  O
(  O  O
HER  O  O
)  O  O
.  O  O

1.3.1  O  O
Prehistoric  O  B-PER
(  O  O
before  O  O
AD43  O  O
)  O  O
Several  O  O
ditches  O  B-CON
two  O  O
pits  O  B-CON
and  O  O
a  O  O
gully  O  B-CON
of  O  O
probable  O  O
late  B-PER  B-PER
prehistoric  I-PER  I-PER
date  O  O
were  O  O
identified  O  O
c.430m  O  O
to  O  O
the  O  O
north-east  O  O
of  O  O
the  O  O
site  O  O
in  O  O
advance  O  O
of  O  O
construction  O  O
of  O  O
the  O  O
spine  O  O
road  O  O
and  O  O
early  O  O
phases  O  O
of  O  O
the  O  O
Butterfield  B-LOC  O
area  O  O
development  O  O
(  O  O
Carew  O  O
2004  B-PER  B-PER
)  O  O
.  O  O

These  O  O
coincide  O  O
with  O  O
a  O  O
known  O  O
flint  B-MAT  O
scatter  B-ART  O
,  O  O
containing  O  O
both  O  O
Neolithic  B-PER  B-PER
and  O  O
Bronze  B-PER  B-PER
Age  I-PER  I-PER
material  O  O
(  O  O
HER  O  O
15847  O  O
)  O  O
.  O  O

A  O  O
geophysical  O  O
survey  O  O
conducted  O  O
within  O  O
this  O  O
area  O  O
also  O  O
confirmed  O  O
the  O  O
presence  O  O
of  O  O
likely  O  O
archaeological  O  O
features  O  O
(  O  O
NA  O  O
2004  B-PER  B-PER
)  O  O
.  O  O

Further  O  O
cropmarks  O  O
east  O  O
of  O  O
the  O  O
Vale  B-LOC  B-LOC
Cemetery  I-LOC  I-LOC
(  O  O
c.300m  O  O
east  O  O
of  O  O
the  O  O
proposed  O  O
extension  O  O
)  O  O
have  O  O
unfortunately  O  O
been  O  O
built  O  O
over  O  O
but  O  O
could  O  O
have  O  O
dated  O  O
to  O  O
a  O  O
similar  O  O
period  O  O
(  O  O
HER12419  O  O
)  O  O
.  O  O

Land  O  O
east  O  O
and  O  O
west  O  O
of  O  O
Whitehill  B-LOC  B-LOC
Farm  I-LOC  I-LOC
(  O  O
c.700m  O  O
north  O  O
of  O  O
the  O  O
site  O  O
)  O  O
has  O  O
produced  O  O
significant  O  O
flint  B-MAT  O
scatters  B-ART  O
dating  O  O
to  O  O
the  O  O
Mesolithic  B-PER  B-PER
,  O  O
Neolithic  B-PER  B-PER
and  O  O
Bronze  B-PER  B-PER
Age  I-PER  I-PER
(  O  O
HER  O  O
15527  O  O
and  O  O
15526  O  O
)  O  O
.  O  O

An  O  O
Iron  B-PER  B-PER
Age  I-PER  I-PER
gold  B-MAT  O
stater  B-ART  O
was  O  O
found  O  O
in  O  O
1949  B-PER  O
at  O  O
Canon  B-LOC  B-LOC
Lane  I-LOC  I-LOC
c.400m  O  O
south  O  O
of  O  O
the  O  O
site  O  O
.  O  O

1.3.2  O  O
Roman  B-PER  B-PER
(  O  O
AD43  B-PER  O
-  I-PER  O
c.AD450  I-PER  O
)  O  O
Some  O  O
200m  O  O
to  O  O
the  O  O
north  O  O
of  O  O
the  O  O
proposed  O  O
cemetery  O  O
extension  O  O
,  O  O
a  O  O
dense  O  O
scatter  O  O
of  O  O
Roman  B-PER  B-PER
pottery  B-ART  B-ART
and  O  O
tile  B-ART  B-ART
was  O  O
identified  O  O
during  O  O
fieldwalking  O  O
(  O  O
HER15528  O  O
,  O  O
Hudspith  O  O
1993  O  B-PER
)  O  O
.  O  O

This  O  O
scatter  B-ART  O
is  O  O
probably  O  O
indicative  O  O
of  O  O
a  O  O
nearby  O  O
settlement  O  O
site  O  O
.  O  O

A  O  O
double  B-CON  O
ditched  I-CON  O
cropmark  I-CON  O
(  O  O
HER  O  O
3424  O  O
)  O  O
exists  O  O
c.400m  O  O
to  O  O
the  O  O
north-west  O  O
of  O  O
the  O  O
site  O  O
.  O  O

It  O  O
is  O  O
possible  O  O
that  O  O
this  O  O
could  O  O
be  O  O
of  O  O
Roman  B-PER  B-PER
date  O  O
;  O  O
similar  O  O
cropmarks  B-CON  O
also  O  O
existing  O  O
further  O  O
to  O  O
the  O  O
south-west  O  O
(  O  O
HER  O  O
12418  O  O
)  O  O
.  O  O

1.3.3  O  O
Anglo-Saxon  B-PER  B-PER
(  O  O
c.AD450-AD1066  B-PER  O
)  O  O
No  O  O
known  O  O
sites  O  O
of  O  O
Saxon  B-PER  B-PER
date  O  O
exist  O  O
within  O  O
the  O  O
study  O  O
area  O  O
.  O  O

However  O  O
,  O  O
given  O  O
the  O  O
extensive  O  O
nearby  O  O
medieval  B-PER  B-PER
settlement  O  O
it  O  O
is  O  O
likely  O  O
that  O  O
earlier  O  O
Saxon  B-PER  B-PER
remains  O  O
could  O  O
be  O  O
encountered  O  O
.  O  O

It  O  O
has  O  O
been  O  O
suggested  O  O
that  O  O
triangular  O  O
greens  O  O
may  O  O
have  O  O
Anglo-Saxon  B-PER  O
origins  O  O
(  O  O
Taylor  O  O
1988  B-PER  B-PER
)  O  O
.  O  O

Although  O  O
this  O  O
hypothesis  O  O
is  O  O
largely  O  O
based  O  O
on  O  O
research  O  O
within  O  O
Cambridgeshire  B-LOC  B-LOC
,  O  O
similar  O  O
greens  O  O
around  O  O
Butterfield  B-LOC  O
,  O  O
and  O  O
Luton  B-LOC  B-LOC
as  O  O
a  O  O
whole  O  O
,  O  O
could  O  O
be  O  O
of  O  O
this  O  O
date  O  O
.  O  O

1.3.4  O  O
Medieval  B-PER  B-PER
(  O  O
AD1066-AD1550  B-PER  O
)  O  O
A  O  O
number  O  O
of  O  O
medieval  B-PER  B-PER
sites  O  O
are  O  O
located  O  O
within  O  O
the  O  O
study  O  O
area  O  O
.  O  O

They  O  O
are  O  O
relatively  O  O
evenly  O  O
distributed  O  O
settlements  O  O
within  O  O
close  O  O
proximity  O  O
to  O  O
each  O  O
other  O  O
.  O  O

The  O  O
evidence  O  O
takes  O  O
the  O  O
form  O  O
of  O  O
earthworks  B-ART  O
,  O  O
greens  O  O
,  O  O
farms  O  O
and  O  O
pottery  B-ART  B-ART
scatters  I-ART  O
.  O  O

A  O  O
total  O  O
of  O  O
three  O  O
medieval  B-PER  B-PER
greens  O  O
exist  O  O
within  O  O
the  O  O
vicinity  O  O
of  O  O
the  O  O
proposed  O  O
cemetery  O  O
extension  O  O
.  O  O

A  O  O
medieval  B-PER  B-PER
pottery  B-ART  B-ART
scatter  I-ART  O
adjacent  O  O
to  O  O
this  O  O
area  O  O
further  O  O
indicates  O  O
likely  O  O
settlement  O  O
activity  O  O
(  O  O
HER15226  O  O
)  O  O
.  O  O

A  O  O
second  O  O
green  O  O
,  O  O
known  O  O
as  O  O
Swifts  B-LOC  O
Green  I-LOC  O
(  O  O
HER12401  O  O
)  O  O
,  O  O
exists  O  O
c.250m  O  O
south  O  O
of  O  O
the  O  O
site  O  O
.  O  O

The  O  O
northern  O  O
fringe  O  O
of  O  O
the  O  O
medieval  B-PER  B-PER
settlement  O  O
of  O  O
Stopsley  B-LOC  O
lies  O  O
c.500m  O  O
south  O  O
of  O  O
the  O  O
site  O  O
(  O  O
HER17100  O  O
)  O  O
.  O  O

It  O  O
also  O  O
has  O  O
a  O  O
triangular  O  O
green  O  O
(  O  O
HER12400  O  O
)  O  O
.  O  O

Other  O  O
sites  O  O
include  O  O
Manor  B-LOC  B-LOC
Farm  I-LOC  I-LOC
(  O  O
formerly  O  O
known  O  O
as  O  O
Hayes  B-LOC  B-LOC
Farm  I-LOC  I-LOC
after  O  O
its  O  O
medieval  B-PER  B-PER
owners  O  O
the  O  O
de  O  O
la  O  O
Haye  O  O
family  O  O
(  O  O
HER10816  O  O
)  O  O
)  O  O
on  O  O
the  O  O
opposite  O  O
side  O  O
of  O  O
Butterfield  B-LOC  B-LOC
Green  I-LOC  I-LOC
Road  I-LOC  I-LOC
.  O  O

Its  O  O
origins  O  O
are  O  O
in  O  O
the  O  O
12d  B-PER  B-PER
`  I-PER  I-PER
century  I-PER  I-PER
and  O  O
it  O  O
is  O  O
likely  O  O
that  O  O
the  O  O
earlier  O  O
farmhouse  O  O
stood  O  O
in  O  O
the  O  O
orchard  O  O
between  O  O
the  O  O
present  O  O
farmhouse  O  O
and  O  O
the  O  O
eastern  O  O
pond  O  O
c.250m  O  O
west  O  O
of  O  O
the  O  O
proposed  O  O
cemetery  O  O
extension  O  O
(  O  O
Dyer  O  O
1998  B-PER  B-PER
)  O  O
.  O  O

Earthworks  O  O
to  O  O
the  O  O
south-west  O  O
of  O  O
the  O  O
farm  O  O
on  O  O
the  O  O
existing  O  O
playing  O  O
fields  O  O
are  O  O
likely  O  O
to  O  O
be  O  O
related  O  O
(  O  O
HER3341  O  O
)  O  O
.  O  O

Earthworks  O  B-CON
are  O  O
evident  O  O
in  O  O
the  O  O
vicinity  O  O
of  O  O
Whitehill  B-LOC  B-LOC
Farm  I-LOC  I-LOC
(  O  O
c.900m  O  O
to  O  O
the  O  O
north  O  O
of  O  O
the  O  O
cemetery  O  B-CON
extension  O  O
)  O  O
.  O  O

Aerial  O  O
photographs  O  O
and  O  O
pottery  B-ART  B-ART
scatters  I-ART  O
suggest  O  O
these  O  O
remains  O  O
represent  O  O
narrow  O  O
linear  O  O
field  O  B-CON
systems  O  I-CON
of  O  O
likely  O  O
medieval  B-PER  B-PER
date  O  O
.  O  O

1.3.5  O  O
Post-medieval  B-PER  B-PER
(  O  O
AD1550-AD1900  B-PER  O
)  O  O
The  O  O
existing  O  O
Manor  B-LOC  B-LOC
Farm  I-LOC  I-LOC
(  O  O
c.30m  O  O
to  O  O
the  O  O
west  O  O
of  O  O
the  O  O
proposed  O  O
cemetery  O  O
extension  O  O
)  O  O
was  O  O
built  O  O
in  O  O
1870  B-PER  O
,  O  O
replacing  O  O
an  O  O
earlier  O  O
building  O  B-CON
.  O  O

Much  O  O
of  O  O
its  O  O
surrounding  O  O
land  O  O
was  O  O
used  O  O
for  O  O
agriculture  O  O
during  O  O
this  O  O
period  O  O
.  O  O

The  O  O
tithe  O  O
map  O  O
of  O  O
1844  B-PER  O
indicates  O  O
that  O  O
much  O  O
of  O  O
the  O  O
land  O  O
around  O  O
the  O  O
farm  O  O
was  O  O
worked  O  O
in  O  O
long  O  O
narrow  O  O
strips  O  O
(  O  O
Dyer  O  O
1998  B-PER  B-PER
)  O  O
.  O  O

A  O  O
post-medieval  B-PER  B-PER
water  O  O
cistern  O  O
was  O  O
discovered  O  O
nearby  O  O
(  O  O
c.100m  O  O
south  O  O
of  O  O
the  O  O
proposed  O  O
cemetery  O  O
extension  O  O
)  O  O
during  O  O
construction  O  O
of  O  O
a  O  O
car  O  O
park  O  O
adjacent  O  O
to  O  O
Butterfield  B-LOC  B-LOC
Green  I-LOC  I-LOC
