Word  actual_tag  prediction
,  [,]  O
Rijksdienst  [rijk][s][dien][st]  O
voor  [voor]  O
het  [het]  O
Cultureel  [cultuur][eel]  O
Erfgoed  [erf][goed]  O
Opmaak  [Opmaak]  O
en  [en]  O
productie  [productie]  O
:  [:]  O
uNiek-Design  [unisch][iek-design]  O

,  [,]  O
Almere  [Almere]  O
ISBN  [isbn]  O
/  [/]  O
EAN  [EAN]  O
:  [:]  O
9789057991899  [9789057991899]  O
©  [©]  O
Rijksdienst  [Rijksdienst]  O
voor  [voor]  O
het  [het]  O
Cultureel  [cultuur][eel]  O
Erfgoed  [erf][goed]  O
,  [,]  O
Amersfoort  [Amersfoort]  O
,  [,]  O
2011  [2011]  O
Rijksdienst  [Rijksdienst]  O
voor  [voor]  O
het  [het]  O
Cultureel  [cultuur][eel]  O
Erfgoed  [erf][goed]  O
Postbus  [post][bus]  O
1600  [1600]  O
3800  [3800]  O
BP  [BP]  O
Amersfoort  [Amersfoort]  O
www.cultureelerfgoed.nl  [www.cultureelerfgoed.nl]  O

Samenvatting  [samen][vat][ing]  O

In  [in]  O
2008  [2008]  O
en  [en]  O
2009  [2009]  O
heeft  [heb][t]  O
de  [de]  O
Rijksdienst  [rijk][s][dien][st]  O
voor  [voor]  O
het  [het]  O
Cultureel  [cultuur][eel]  O
Erfgoed  [erf][goed]  O
een  [een]  O
veldonderzoek  [veld][onderzoek]  O
uitgevoerd  [uit][ge][voer][d]  O
in  [in]  O
de  [de]  O
omgeving  [omgeef][ing]  O
van  [van]  O
de  [de]  O
prehistorische  [prehistorisch][e]  O
vuursteenmijnen  [vuur][steen][mijn][en]  O
in  [in]  O
Rijckholt  [Rijckholt]  O
St.  [St.]  O
Geertruid  [Geertruid]  O
gem.  [gem.]  O
EijsdenMagraten  [e][ijs][den][magraat][en]  O
)  [)]  O
.  [.]  O

De  [de]  O
vuursteenmijnen  [vuur][steen][mijn][en]  O
behoren  [be][hoor][en]  O
tot  [tot]  O
de  [de]  O
oudste  [oud][st][e]  O
zichtbare  [zichtbaar][e]  O
archeologische  [archeologisch][e]  O
monumenten  [monument][en]  O
in  [in]  O
Nederland  [Nederland]  O
.  [.]  O

Ze  [ze]  O
bestaan  [bestaan]  O
uit  [uit]  O
een  [een]  O
ingenieus  [ingenieus]  O
ondergronds  [onder][grond][s]  O
stelsel  [stel][sel]  O
van  [van]  O
gangen  [gang][en]  O
en  [en]  O
schachten  [schacht][en]  O
die  [die]  O
tussen  [tussen]  O
ca.  [ca.]  O
4300  [4300]  O
en  [en]  O
3400  [3400]  O
/  [/]  O
2600  [2600]  O
v.Chr.  [v.Chr.]  O
in  [in]  O
gebruik  [gebruik]  O
zijn  [zijn]  O
geweest  [ge][wees][t]  O
voor  [voor]  O
de  [de]  O
winning  [win][ing]  O
van  [van]  O
vuursteen  [vuur][steen]  O
.  [.]  O

De  [de]  O
kennis  [kennis]  O
over  [over]  O
de  [de]  O
vuursteenmijnen  [vuur][steen][mijn][en]  O
is  [zijn]  O
omvangrijk  [omvang][rijk]  O
,  [,]  O
dankzij  [dankzij]  O
het  [het]  O
onderzoek  [onder][zoek]  O
van  [van]  O
Werkgroep  [werk][groep]  O
Prehistorische  [Prehistorische]  O
Vuursteenmijnbouw  [Vuursteenmijnbouw]  O
(  [(]  O
WPV  [WPV]  O
)  [)]  O
van  [van]  O
de  [de]  O
Nederlandse  [nederlands][e]  O
Geologische  [geologisch][e]  O
Vereniging  [verenig][ing]  O
.  [.]  O

Over  [over]  O
de  [de]  O
omgeving  [omgeef][ing]  O
van  [van]  O
de  [de]  O
mijnen  [mijnen]  O
is  [zijn]  O
weinig  [weinig]  O
bekend  [bekend]  O
.  [.]  O

Om  [om]  O
deze  [deze]  O
lacune  [lacune]  O
te  [te]  O
vullen  [vul][en]  O
voert  [voer][t]  O
de  [de]  O
Rijksdienst  [rijk][s][dien][st]  O
voor  [voor]  O
het  [het]  O
Cultureel  [cultuur][eel]  O
Erfgoed  [erf][goed]  O
(  [(]  O
RCE  [RCE]  O
)  [)]  O
een  [een]  O
onderzoek  [onder][zoek]  O
uit  [uit]  O
.  [.]  O

Het  [het]  O
project  [project]  O
is  [zijn]  O
gestart  [ge][start]  O
in  [in]  O
2008  [2008]  O
en  [en]  O
duurt  [duur][t]  O
tot  [tot]  O
en  [en]  O
met  [met]  O
2012  [2012]  O
.  [.]  O

Het  [het]  O
project  [project]  O
heeft  [heb][t]  O
twee  [twee]  O
doelstellingen  [doel][stel][ing][en]  O
:  [:]  O
het  [het]  O
eerste  [een][ste]  O
is  [zijn]  O
een  [een]  O
archeologische  [archeologisch][e]  O
waardestelling  [waarde][stel][ing]  O
van  [van]  O
de  [de]  O
omgeving  [omgeef][ing]  O
van  [van]  O
de  [de]  O
vuursteenmijn  [vuur][steen][mijn]  O
.  [.]  O

Bij  [bij]  O
een  [een]  O
waardestelling  [waarde][stel][ing]  O
worden  [word][en]  O
de  [de]  O
aard  [aard]  O
,  [,]  O
omvang  [omvang]  O
,  [,]  O
ouderdom  [ouder][dom]  O
en  [en]  O
fysieke  [fysiek][e]  O
kwaliteit  [kwaliteit]  O
van  [van]  O
de  [de]  O
archeologische  [archeologisch][e]  O
verschijnselen  [verschijn][sel][en]  O
en  [en]  O
hun  [hun]  O
context  [context]  O
vastgesteld  [vast][ge][stel][d]  O
.  [.]  O

Op  [op]  O
grond  [grond]  O
van  [van]  O
de  [de]  O
uitkomst  [uit][kom][st]  O
van  [van]  O
dit  [dit]  O
onderzoek  [onder][zoek]  O
worden  [word][en]  O
aanbevelingen  [aan][beveel][ing][en]  O
gedaan  [ge][doe]  O
om  [om]  O
gebieden  [gebieed][en]  O
in  [in]  O
de  [de]  O
omgeving  [omgeef][ing]  O
van  [van]  O
de  [de]  O
vuursteenmijn  [vuur][steen][mijn]  O
in  [in]  O
aanmerking  [aan][merk][ing]  O
te  [te]  O
laten  [laat][en]  O
komen  [kom][en]  O
voor  [voor]  O
(  [(]  O
wettelijke  [wet][elijk][e]  O
)  [)]  O
bescherming  [be][scherm][ing]  O
.  [.]  O

De  [de]  O
tweede  [twee][de]  O
doelstelling  [doel][stel][ing]  O
is  [zijn]  O
het  [het]  O
ontwikkelen  [ont][wikkel][en]  O
van  [van]  O
methoden  [methode][n]  O
en  [en]  O
technieken  [technisch][iek][en]  O
die  [die]  O
het  [het]  O
mogelijk  [mogelijk]  O
maken  [maak][en]  O
om  [om]  O
op  [op]  O
grond  [grond]  O
van  [van]  O
oppervlaktevondsten  [opper][vlakte][vondst][en]  O
,  [,]  O
geofysisch  [geofysisch]  O
onderzoek  [onder][zoek]  O
,  [,]  O
archeologische  [archeologisch][e]  O
gegevens  [gegeven][s]  O
uit  [uit]  O
booronderzoek  [boor][onderzoek]  O
,  [,]  O
en  [en]  O
de  [de]  O
opbouw  [opbouw]  O
van  [van]  O
de  [de]  O
ondergrond  [onder][grond]  O
uitspraken  [uit][spraak][en]  O
te  [te]  O
doen  [doe][n]  O
over  [over]  O
activiteiten  [actief][iteit][en]  O
die  [die]  O
zijn  [zijn]  O
uitgevoerd  [uit][ge][voer][d]  O
in  [in]  O
de  [de]  O
omgeving  [omgeef][ing]  O
van  [van]  O
het  [het]  O
mijncomplex  [mijn][complex]  O
.  [.]  O

Het  [het]  O
onderzoeksgebied  [onderzoek][s][gebied]  O
omvat  [om][vat]  O
ca.  [ca.]  O
250  [250]  O
ha  [ha]  O
.  [.]  O

Dit  [dit]  O
omvangrijke  [omvang][rijk][e]  O
gebied  [gebied]  O
wordt  [word][t]  O
onderzocht  [onder][zoek][t]  O
door  [door]  O
middel  [middel]  O
van  [van]  O
vier  [vier]  O
prospectieve  [prospectief][e]  O
methoden  [methode][n]  O
:  [:]  O
fysischgeografische  [fysisch][geografisch][e]  O
boringen  [boor][ing][en]  O
,  [,]  O
archeologische  [archeologisch][e]  O
boringen  [boor][ing][en]  O
,  [,]  O
geofysisch  [geofysisch]  O
onderzoek  [onder][zoek]  O
en  [en]  O
een  [een]  O
kartering  [karteer][ing]  O
van  [van]  O
de  [de]  O
oppervlaktevondsten  [opper][vlakte][vondst][en]  O
.  [.]  O

Dit  [dit]  O
onderzoek  [onder][zoek]  O
wordt  [word][t]  O
uitgevoerd  [uit][ge][voer][d]  O
in  [in]  O
twee  [twee]  O
transecten  [tran][sect][en]  O
die  [die]  O
vanaf  [vanaf]  O
het  [het]  O
mijngebied  [mijn][gebied]  O
over  [over]  O
een  [een]  O
zuidelijk  [zuid][elijk]  O
gelegen  [ge][lig][en]  O
plateau  [plateau]  O
lopen  [loop][en]  O
.  [.]  O

De  [de]  O
landtong  [land][tong]  O
staat  [sta][t]  O
bekend  [bekend]  O
als  [als]  O
De  [De]  O
Kaap  [Kaap]  O
.  [.]  O

In  [in]  O
een  [een]  O
latere  [laat][er][e]  O
fase  [fase]  O
van  [van]  O
het  [het]  O
onderzoek  [onder][zoek]  O
zullen  [zal][en]  O
de  [de]  O
resultaten  [resulteer][aat][en]  O
van  [van]  O
het  [het]  O
prospectieve  [prospectief][e]  O
onderzoek  [onder][zoek]  O
door  [door]  O
middel  [middel]  O

3  [3]  O
—  [—]  O

van  [van]  O
gravend  [graaf][end]  O
onderzoek  [onder][zoek]  O
worden  [word][en]  O
getoetst  [ge][toets][t]  O
.  [.]  O

In  [in]  O
dit  [dit]  O
rapport  [rapport]  O
wordt  [word][t]  O
eerst  [eer][st]  O
een  [een]  O
model  [model]  O
gepresenteerd  [ge][presenteer][d]  O
,  [,]  O
ontwikkeld  [ontwikkel][d]  O
van  [van]  O
de  [de]  O
depositie  [depositie]  O
-  [-]  O
en  [en]  O
postdepositieprocessen  [post][depositie][proces][en]  O
.  [.]  O

Dit  [dit]  O
model  [model]  O
is  [zijn]  O
noodzakelijk  [nood][zaak][elijk]  O
om  [om]  O
de  [de]  O
archeologische  [archeologisch][e]  O
resten  [rest][en]  O
op  [op]  O
een  [een]  O
juiste  [juist][e]  O
en  [en]  O
toetsbare  [toets][baar][e]  O
manier  [manier]  O
te  [te]  O
interpreteren  [interpreteer][en]  O
in  [in]  O
termen  [term][en]  O
van  [van]  O
de  [de]  O
kwaliteit  [kwaliteit]  O
van  [van]  O
de  [de]  O
archeologische  [archeologisch][e]  O
gegevens  [gegeven][s]  O
en  [en]  O
de  [de]  O
uitgevoerde  [uit][ge][voer][d][e]  O
activiteiten  [actief][iteit][en]  O
.  [.]  O

Vervolgens  [vervolgens]  O
wordt  [word][t]  O
ingegaan  [in][ge][ga]  O
op  [op]  O
de  [de]  O
onderzoeksresultaten  [onderzoek][s][resulteer][aat][en]  O
uit  [uit]  O
de  [de]  O
jaren  [jaar][en]  O
2008  [2008]  O
en  [en]  O
2009  [2009]  O
.  [.]  O

Het  [het]  O
onderzoek  [onder][zoek]  O
is  [zijn]  O
voornamelijk  [voor][namelijk]  O
uitgevoerd  [uit][ge][voer][d]  O
in  [in]  O
een  [een]  O
transect  [tran][sect]  O
aan  [aan]  O
de  [de]  O
westkant  [West][kant]  O
van  [van]  O
De  [De]  O
Kaap  [Kaap]  O
en  [en]  O
op  [op]  O
een  [een]  O
aantal  [aan][tal]  O
akkers  [akker][s]  O
buiten  [buiten]  O
de  [de]  O
transect  [tran][sect]  O
die  [die]  O
toegankelijk  [toe][gang][elijk]  O
waren  [zijn][en]  O
voor  [voor]  O
een  [een]  O
veldverkenning  [veld][verken][ing]  O
.  [.]  O

Het  [het]  O
fysisch-geografisch  [fysisch][geografisch]  O
onderzoek  [onder][zoek]  O
laat  [laat]  O
zien  [zie][n]  O
dat  [dat]  O
vooral  [voor][al]  O
de  [de]  O
randen  [rand][en]  O
gevoelig  [ge][voel][ig]  O
zijn  [zijn]  O
voor  [voor]  O
erosie  [erosie]  O
.  [.]  O

Op  [op]  O
de  [de]  O
vlakkere  [vlak][er][e]  O
delen  [deel][en]  O
is  [zijn]  O
de  [de]  O
erosie  [erosie]  O
geringer  [geringer]  O
.  [.]  O

Toch  [toch]  O
is  [zijn]  O
ook  [ook]  O
hier  [hier]  O
de  [de]  O
bodem  [bodem]  O
verstoord  [ver][stoord]  O
door  [door]  O
agrarische  [agrarisch][e]  O
activiteiten  [actief][iteit][en]  O
.  [.]  O

De  [de]  O
zware  [zwaar][e]  O
erosie  [erosie]  O
die  [die]  O
werd  [word]  O
verondersteld  [ver][onder][stel][d]  O
op  [op]  O
grond  [grond]  O
van  [van]  O
de  [de]  O
talrijke  [tal][rijk][e]  O
oppervlaktevondsten  [opper][vlakte][vondst][en]  O
,  [,]  O
blijkt  [blijk][t]  O
echter  [echter]  O
mee  [mee]  O
te  [te]  O
vallen  [val][en]  O
.  [.]  O

Tijdens  [tijdens]  O
het  [het]  O
booronderzoek  [boor][onderzoek]  O
is  [zijn]  O
een  [een]  O
aantal  [aan][tal]  O
keer  [keer]  O
een  [een]  O
afwijkend  [af][wijk][end]  O
bodemprofiel  [bodem][profiel]  O
aangetroffen  [aan][ge][tref][en]  O
:  [:]  O
afwijkingen  [af][wijk][ing][en]  O
die  [die]  O
geïnterpreteerd  [ge][interpreteer][d]  O
kunnen  [kan][en]  O
worden  [word][en]  O
als  [als]  O
grondsporen  [grond][spoor][en]  O
.  [.]  O

De  [de]  O
aanwezigheid  [aanwezig][heid]  O
van  [van]  O
vondsten  [vondst][en]  O
geeft  [geef][t]  O
echter  [echter]  O
geen  [geen]  O
uitsluitsel  [uit][sluit][sel]  O
of  [of]  O
de  [de]  O
sporen  [spoor][en]  O
antropogeen  [antropogeen]  O
van  [van]  O
aard  [aard]  O
zijn  [zijn]  O
.  [.]  O

In  [in]  O
het  [het]  O
onderzoeksgebied  [onderzoek][s][gebied]  O
zijn  [zijn]  O
overal  [overal]  O
vondsten  [vondst][en]  O
aanwezig  [aanwezig]  O
en  [en]  O
die  [die]  O
kunnen  [kan][en]  O
later  [laat][er]  O
in  [in]  O
het  [het]  O
spoor  [spoor]  O
terecht  [terecht]  O
zijn  [zijn]  O
gekomen  [ge][kom][en]  O
.  [.]  O

De  [de]  O
vulling  [vul][ing]  O
van  [van]  O
de  [de]  O
sporen  [spoor][en]  O
doet  [doe][t]  O
echter  [echter]  O
vermoeden  [vermoeden]  O
dat  [dat]  O
het  [het]  O
hier  [hier]  O
sporen  [spoor][en]  O
met  [met]  O
een  [een]  O
aanzienlijke  [aanzien][lijk][e]  O
ouderdom  [ouder][dom]  O
betreft  [be][tref][t]  O
.  [.]  O

Door  [door]  O
geofysisch  [geofysisch]  O
onderzoek  [onder][zoek]  O
is  [zijn]  O
getracht  [ge][tracht]  O
meer  [meer]  O
grip  [grip]  O
te  [te]  O
krijgen  [krijg][en]  O
op  [op]  O
de  [de]  O
eventueel  [eventueel]  O
aanwezige  [aanwezig][e]  O
sporen  [spoor][en]  O
en  [en]  O
de  [de]  O
omvang  [omvang]  O
van  [van]  O
eventuele  [eventueel][e]  O
sporenclusters  [spor][encluster][s]  O
.  [.]  O

Een  [een]  O
van  [van]  O
de  [de]  O
lijnvormige  [lijn][vorm][ig][e]  O
anomalieën  [a][norm][aal][ie][en]  O
is  [zijn]  O
geïnterpreteerd  [ge][interpreteer][d]  O
als  [als]  O
een  [een]  O
greppel  [greppel]  O
,  [,]  O
die  [die]  O
mogelijk  [mogelijk]  O
behoort  [be][hoor][t]  O
bij  [bij]  O
een  [een]  O
aardwerk  [aarde][werk]  O
.  [.]  O

Rondom  [rondom]  O
het  [het]  O
bekende  [bekend][e]  O
mijngebied  [mijn][gebied]  O
in  [in]  O
het  [het]  O
Savelsbos  [Savelsbos]  O
is  [zijn]  O
op  [op]  O
de  [de]  O
plateauranden  [plateaurand][en]  O
geofysisch  [geofysisch]  O
onderzoek  [onder][zoek]  O
uitgevoerd  [uit][ge][voer][d]  O
om  [om]  O
de  [de]  O
begrenzing  [be][grens][ing]  O
van  [van]  O
het  [het]  O
mijngebied  [mijn][gebied]  O
vast  [vast]  O
te  [te]  O
stellen  [stel][en]  O
.  [.]  O

Tijdens  [tijdens]  O
dit  [dit]  O
onderzoek  [onder][zoek]  O
zijn  [zijn]  O
meerdere  [meerdere]  O
puntvormige  [punt][vorm][ig][e]  O
anomalieën  [a][norm][aal][ie][en]  O
aangetroffen  [aan][ge][tref][en]  O
die  [die]  O
mogelijk  [mogelijk]  O
mijnschachten  [mijn][schacht][en]  O
representeren  [representeer][en]  O
.  [.]  O

De  [de]  O
resultaten  [resulteer][aat][en]  O
van  [van]  O
het  [het]  O
archeologische  [archeologisch][e]  O
booronderzoek  [boor][onderzoek]  O
laten  [laat][en]  O
zien  [zie][n]  O
dat  [dat]  O
de  [de]  O
determinatie  [determineer][atie]  O
van  [van]  O
kleine  [klein][e]  O
fragmenten  [fragment][en]  O
vuursteen  [vuur][steen]  O
problematisch  [probleem][atisch]  O
is  [zijn]  O
.  [.]  O

Door  [door]  O
het  [het]  O
ontbreken  [ontbreek][en]  O
van  [van]  O
diagnostische  [diagnostisch][e]  O
kenmer  [ken][mer]  O
-  [-]  O

4  [4]  O
—  [—]  O

ken  [ken]  O
kunnen  [kan][en]  O
deze  [deze]  O
niet  [niet]  O
als  [als]  O
artefacten  [artefact][en]  O
worden  [word][en]  O
bestempeld  [be][stempel][d]  O
;  [;]  O
ze  [ze]  O
worden  [word][en]  O
daarom  [daar][om]  O
aangeduid  [aan][ge][duid]  O
als  [als]  O
mogelijke  [mogelijk][e]  O
artefacten  [artefact][en]  O
.  [.]  O

Deze  [deze]  O
mogelijke  [mogelijk][e]  O
artefacten  [artefact][en]  O
komen  [kom][en]  O
significant  [significant]  O
vaker  [vaker]  O
voor  [voor]  O
in  [in]  O
de  [de]  O
bouwvoor  [bouw][voor]  O
dan  [dan]  O
in  [in]  O
ongestoorde  [on][gestoord][e]  O
bodemhorizonten  [bodemhorizont][en]  O
.  [.]  O

Dit  [dit]  O
verschil  [verschil]  O
kan  [kan]  O
vermoedelijk  [vermoed][elijk]  O
worden  [word][en]  O
verklaard  [ver][klaar][d]  O
doordat  [doordat]  O
de  [de]  O
mogelijke  [mogelijk][e]  O
artefacten  [artefact][en]  O
vooral  [voor][al]  O
zijn  [zijn]  O
ontstaan  [ont][sta]  O
als  [als]  O
gevolg  [ge][volg]  O
van  [van]  O
bodembewerking  [bodem][be][werk][ing]  O
met  [met]  O
landbouwwerktuigen  [land][bouw][werk][tuig][en]  O
.  [.]  O

Door  [door]  O
de  [de]  O
bodembewerking  [bodem][be][werk][ing]  O
is  [zijn]  O
de  [de]  O
in  [in]  O
de  [de]  O
bouwvoor  [bouw][voor]  O
aanwezige  [aanwezig][e]  O
vuursteen  [vuur][steen]  O
versplinterd  [ver][splinter][d]  O
.  [.]  O

De  [de]  O
analyse  [analyse]  O
van  [van]  O
het  [het]  O
vondstmateriaal  [vond][st][materie][aal]  O
heeft  [heb][t]  O
tevens  [tevens]  O
aangetoond  [aan][ge][toon][d]  O
dat  [dat]  O
concentraties  [concentreer][atie][s]  O
verbrand  [ver][brand]  O
(  [(]  O
vuur  [vuur]  O
)  [)]  O
steen  [steen]  O
niet  [niet]  O
noodzakelijk  [nood][zaak][elijk]  O
samenhangen  [samen][hang][en]  O
met  [met]  O
subrecente  [subrecente]  O
stoppelbrand  [stoppelbrand]  O
of  [of]  O
met  [met]  O
de  [de]  O
ontginning  [ontgin][ing]  O
van  [van]  O
het  [het]  O
gebied  [gebied]  O
,  [,]  O
maar  [maar]  O
dat  [dat]  O
ze  [ze]  O
vermoedelijk  [vermoed][elijk]  O
kunnen  [kan][en]  O
worden  [word][en]  O
geïnterpreteerd  [ge][interpreteer][d]  O
als  [als]  O
oudtijdse  [oudtijdse]  O
,  [,]  O
mogelijk  [mogelijk]  O
prehistorische  [prehistorisch][e]  O
branden  [brand][en]  O
.  [.]  O

Methodisch  [methode][isch]  O
gezien  [ge][zie][n]  O
rijst  [rijs][t]  O
de  [de]  O
vraag  [vraag]  O
of  [of]  O
het  [het]  O
in  [in]  O
gebieden  [gebieed][en]  O
met  [met]  O
een  [een]  O
vuursteenrijke  [vuur][steen][rijk][e]  O
bovengrond  [boven][grond]  O
zinvol  [zin][vol]  O
is  [zijn]  O
om  [om]  O
de  [de]  O
bouwvoor  [bouw][voor]  O
te  [te]  O
zeven  [zeven]  O
over  [over]  O
een  [een]  O
fijne  [fijn][e]  O
maaswijdte  [maas][wijd][te]  O
.  [.]  O

Het  [het]  O
residu  [residu]  O
levert  [lever][t]  O
namelijk  [namelijk]  O
zeer  [zeer]  O
veel  [veel]  O
vondsten  [vondst][en]  O
op  [op]  O
waarvan  [waar][van]  O
de  [de]  O
antropogene  [antropogeen][e]  O
aard  [aard]  O
onzeker  [on][zeker]  O
is  [zijn]  O
.  [.]  O

Het  [het]  O
zeven  [zeven]  O
van  [van]  O
ongestoorde  [on][gestoord][e]  O
bodemhorizonten  [bodemhorizont][en]  O
en  [en]  O
grondsporen  [grond][spoor][en]  O
over  [over]  O
een  [een]  O
fijne  [fijn][e]  O
maaswijdte  [maas][wijd][te]  O
(  [(]  O
bijvoorbeeld  [bijvoorbeeld]  O
2  [2]  O
x  [x]  O
2  [2]  O
mm  [mm]  O
)  [)]  O
levert  [lever][t]  O
echter  [echter]  O
wel  [wel]  O
relevante  [relevant][e]  O
resultaten  [resulteer][aat][en]  O
.  [.]  O

De  [de]  O
oppervlaktekarteringen  [opper][vlak][tekarteer][ing][en]  O
zijn  [zijn]  O
uitgevoerd  [uit][ge][voer][d]  O
op  [op]  O
een  [een]  O
zestal  [zes][tal]  O
percelen  [perceel][en]  O
.  [.]  O

De  [de]  O
vondstdichtheid  [vond][st][dicht][heid]  O
per  [per]  O
vak  [vak]  O
van  [van]  O
5  [5]  O
x  [x]  O
5  [5]  O
m  [m]  O
is  [zijn]  O
laag  [laag]  O
en  [en]  O
varieert  [varieer][t]  O
tussen  [tussen]  O
0,17  [0,17]  O
en  [en]  O
1,5  [1,5]  O
.  [.]  O

Het  [het]  O
merendeel  [merendeel]  O
van  [van]  O
de  [de]  O
artefacten  [artefact][en]  O
is  [zijn]  O
vervaardigd  [vervaardig][d]  O
van  [van]  O
Rijckholt-vuursteen  [Rijckholt-vuursteen]  O
.  [.]  O

Het  [het]  O
aandeel  [aan][deel]  O
gepatineerde  [ge][patineer][de]  O
artefacten  [artefact][en]  O
is  [zijn]  O
niet  [niet]  O
uniform  [uniform]  O
verdeeld  [ver][deel][d]  O
over  [over]  O
de  [de]  O
onderzochte  [onder][zoek][t][e]  O
percelen  [perceel][en]  O
.  [.]  O

De  [de]  O
gepatineerde  [ge][patineer][de]  O
stukken  [stuk][en]  O
komen  [kom][en]  O
voornamelijk  [voor][namelijk]  O
voor  [voor]  O
rondom  [rondom]  O
de  [de]  O
Schone  [schoon][e]  O
Grub  [grub]  O
.  [.]  O

Mogelijk  [mogelijk]  O
is  [zijn]  O
de  [de]  O
bodem  [bodem]  O
hier  [hier]  O
langer  [lang][er]  O
kalkrijk  [kalk][rijk]  O
geweest  [ge][wees][t]  O
,  [,]  O
waardoor  [waar][door]  O
het  [het]  O
patina  [patina]  O
zich  [zich]  O
over  [over]  O
een  [een]  O
langere  [lang][er][e]  O
periode  [periode]  O
kon  [kan]  O
vormen  [vorm][en]  O
.  [.]  O

De  [de]  O
ouderdom  [ouder][dom]  O
van  [van]  O
de  [de]  O
vondsten  [vondst][en]  O
is  [zijn]  O
voor  [voor]  O
een  [een]  O
deel  [deel]  O
moeilijk  [moei][lijk]  O
vast  [vast]  O
te  [te]  O
stellen  [stel][en]  O
.  [.]  O

Het  [het]  O
merendeel  [merendeel]  O
van  [van]  O
de  [de]  O
vondsten  [vondst][en]  O
heeft  [heb][t]  O
hiervoor  [hier][voor]  O
te  [te]  O
weinig  [weinig]  O
diagnostische  [diagnostisch][e]  O
kenmerken  [ken][merk][en]  O
.  [.]  O

Het  [het]  O
is  [zijn]  O
echter  [echter]  O
duidelijk  [duid][elijk]  O
dat  [dat]  O
niet  [niet]  O
zondermeer  [zondermeer]  O
mag  [mag]  O
worden  [word][en]  O
aangenomen  [aan][ge][neemen]  O
dat  [dat]  O
alle  [alle]  O
vondsten  [vondst][en]  O
uit  [uit]  O
het  [het]  O
Neolithicum  [Neolithicum]  O
stammen  [stam][en]  O
.  [.]  O

Het  [het]  O
gebied  [gebied]  O
is  [zijn]  O
ook  [ook]  O
in  [in]  O
andere  [ander][e]  O
