Word  actual_tag  prediction
.  [.]  O

De  [de]  O
oeverzones  [oever][zone][s]  O
waren  [zijn][en]  O
een  [een]  O
favoriete  [favoriet][e]  O
nederzettingslocatie  [neder][zet][ing][slocatie]  O
,  [,]  O
waarschijnlijk  [waarschijnlijk]  O
omdat  [omdat]  O
de  [de]  O
rivieren  [rivier][en]  O
ideaal  [idee][aal]  O
waren  [zijn][en]  O
voor  [voor]  O
het  [het]  O
transport  [transport]  O
van  [van]  O
landbouwproducten  [land][bouw][product][en]  O
en  [en]  O
andere  [ander][e]  O
handelsgoederen  [handel][s][goed][en]  O
.  [.]  O

Vanuit  [vanuit]  O
de  [de]  O
oeverzones  [oever][zone][s]  O
is  [zijn]  O
door  [door]  O
middel  [middel]  O
van  [van]  O
omkadingen  [omkaad][ing][en]  O
en  [en]  O
een  [een]  O
systeem  [systeem]  O
van  [van]  O
lange  [lang][e]  O
ontwateringssloten  [ont][water][ing][s][sloot][en]  O
het  [het]  O
land  [land]  O
ontgonnen  [ontginnen]  O
en  [en]  O
verkaveld  [ver][kavel][d]  O
.  [.]  O

Al  [al]  O
in  [in]  O
de  [de]  O
Middeleeuwen  [Middeleeuwen]  O
werd  [word]  O
onderscheid  [onder][scheid]  O
gemaakt  [ge][maak][t]  O
tussen  [tussen]  O
twee  [twee]  O
landschappelijke  [land][schap][elijk][e]  O
zones  [zone][s]  O
.  [.]  O

Het  [het]  O
noordelijke  [noordelijk][e]  O
rivierenlandschap  [rivier][en][land][schap]  O
tussen  [tussen]  O
de  [de]  O
Merwede  [Merwede]  O
en  [en]  O
het  [het]  O
Oude  [Oude]  O
Maasje  [Maasje]  O
werd  [word]  O
de  [de]  O
kleizijde  [klei][zijde]  O
genoemd  [genoemd]  O
,  [,]  O
het  [het]  O
land  [land]  O
vanaf  [vanaf]  O
het  [het]  O
Oude  [Oude]  O
Maasje  [Maasje]  O
tot  [tot]  O
de  [de]  O
noordgrens  [noord][grens]  O
van  [van]  O
de  [de]  O
Brabantse  [brabants][e]  O
zandgronden  [zand][grond][en]  O
de  [de]  O
veenzijde  [veen][zijde]  O
.  [.]  O

De  [de]  O
kleizijde  [klei][zijde]  O
was  [zijn]  O
verdeeld  [ver][deel][d]  O
in  [in]  O
de  [de]  O
noordelijke  [noordelijk][e]  O
Dordtse  [dordts][e]  O
Waard  [Waard]  O
en  [en]  O
de  [de]  O
zuidelijk  [zuid][elijk]  O
daarvan  [daar][van]  O
gelegen  [ge][lig][en]  O
Tieselenswaard  [tieselenswaard]  O
afb.  [afb.]  O
6  [6]  O
)  [)]  O
.6  [.6]  O
Samen  [samen]  O
met  [met]  O
de  [de]  O
veenzijde  [veen][zijde]  O
werden  [word][en]  O
deze  [deze]  O
waarden7  [waarden7]  O
de  [de]  O
Groote  [Groote]  O
Waard  [Waard]  O
genoemd  [genoemd]  O
.  [.]  O

De  [de]  O
aanleg  [aanleg]  O
van  [van]  O
kaden  [kade][n]  O
en  [en]  O
dijken  [dijk][en]  O
langs  [langs]  O
de  [de]  O
rivieren  [rivier][en]  O
in  [in]  O
dit  [dit]  O
rondom  [rondom]  O
bedijkte  [be][dijkt][e]  O
gebied  [gebied]  O
was  [zijn]  O
waarschijnlijk  [waarschijnlijk]  O
een  [een]  O
eerste  [een][ste]  O
noodzaak  [nood][zaak]  O
om  [om]  O
het  [het]  O
land  [land]  O
te  [te]  O
beschermen  [be][scherm][en]  O
tegen  [tegen]  O
overstromingen  [over][stroom][ing][en]  O
.  [.]  O

Daarna  [daar][na]  O
volgden  [volg][den]  O
andere  [ander][e]  O
infrastructurele  [infrastructurele]  O

Afb  [afb]  O
.  [.]  O
6  [6]  O
.  [.]  O

Reconstructie  [reconstructie]  O
van  [van]  O
de  [de]  O
Grote  [groot][e]  O
Waard  [Waard]  O
rond  [rond]  O
1400  [1400]  O
na  [na]  O
Chr.  [Chr.]  O
volgens  [volgens]  O
T.  [T.]  O
Stol  [Stol]  O
,  [,]  O
1981  [1981]  O
.  [.]  O

10  [10]  O

werken  [werk][en]  O
die  [die]  O
bij  [bij]  O
een  [een]  O
ontginning  [ontgin][ing]  O
horen  [hoor][en]  O
,  [,]  O
zoals  [zoals]  O
achter  [achter]  O
-  [-]  O
en  [en]  O
zijkaden  [zij][kade][n]  O
en  [en]  O
uitwateringssluizen  [uit][water][ing][s][sluis][en]  O
.  [.]  O

Rond  [rond]  O
1270  [1270]  O
werden  [word][en]  O
de  [de]  O
rivieren  [rivier][en]  O
in  [in]  O
de  [de]  O
Groote  [Groote]  O
Waard  [Waard]  O
afgedamd  [af][ge][dam][d]  O
.  [.]  O

Doordat  [doordat]  O
er  [er]  O
geen  [geen]  O
actieve  [actie][f][e]  O
rivieren  [rivier][en]  O
meer  [meer]  O
door  [door]  O
de  [de]  O
waard  [waard]  O
stroomden  [stroom][den]  O
,  [,]  O
zou  [zal]  O
de  [de]  O
kans  [kans]  O
op  [op]  O
overstromingen  [over][stroom][ing][en]  O
moeten  [moet][en]  O
zijn  [zijn]  O
afgenomen  [af][ge][neem][en]  O
.  [.]  O

De  [de]  O
ontginning  [ontgin][ing]  O
en  [en]  O
de  [de]  O
ermee  [er][mee]  O
gepaard  [gepaard]  O
gaande  [ga][d][e]  O
ontwatering  [ont][water][ing]  O
hadden  [heb][den]  O
inklinking  [in][klink][ing]  O
van  [van]  O
het  [het]  O
klei-op-veenlandschap  [klei][op][veenland][schap]  O
tot  [tot]  O
gevolg  [ge][volg]  O
,  [,]  O
waardoor  [waar][door]  O
het  [het]  O
land  [land]  O
binnen  [binnen]  O
de  [de]  O
Groote  [Groote]  O
Waard  [Waard]  O
steeds  [steeds]  O
lager  [laag][er]  O
kwam  [kom]  O
te  [te]  O
liggen  [lig][en]  O
.  [.]  O

De  [de]  O
waterbeheersing  [water][be][heers][ing]  O
werd  [word]  O
dus  [dus]  O
steeds  [steeds]  O
belangrijker  [belang][rijk][er]  O
.  [.]  O

De  [de]  O
rivieren  [rivier][en]  O
moesten  [moet][en]  O
buitengehouden  [buiten][ge][houd][en]  O
en  [en]  O
gecontroleerd  [ge][controleer][d]  O
kunnen  [kan][en]  O
worden  [word][en]  O
en  [en]  O
regenwater  [regen][water]  O
moest  [moet]  O
adequaat  [adequaat]  O
worden  [word][en]  O
afgevoerd  [af][ge][voer][d]  O
.  [.]  O

Door  [door]  O
(  [(]  O
illegale  [il][legaal][e]  O
)  [)]  O
moernering8  [moernering8]  O
en  [en]  O
een  [een]  O
veranderende  [verandeer][end][e]  O
waterhuishouding  [water][huis][houd][ing]  O
in  [in]  O
de  [de]  O
rivieren  [rivier][en]  O
,  [,]  O
onder  [onder]  O
andere  [ander][e]  O
door  [door]  O
het  [het]  O
aanleggen  [aan][leg][en]  O
van  [van]  O
dammen  [dam][en]  O
in  [in]  O
de  [de]  O
rivieren  [rivier][en]  O
,  [,]  O
kwamen  [kom][en]  O
de  [de]  O
dijken  [dijk][en]  O
nog  [nog]  O
extra  [extra]  O
onder  [onder]  O
druk  [druk]  O
te  [te]  O
staan  [sta]  O
.  [.]  O

Het  [het]  O
drooghouden  [droog][houd][en]  O
van  [van]  O
de  [de]  O
waard  [waard]  O
bleek  [blijk]  O
uiteindelijk  [uit][einde][lijk]  O
niet  [niet]  O
mogelijk  [mogelijk]  O
en  [en]  O
mede  [mede]  O
ten  [ten]  O
gevolge  [ge][volge]  O
van  [van]  O
de  [de]  O
St.  [St.]  O
Elisabethsvloeden  [Elisabethsvloeden]  O
tussen  [tussen]  O
1421  [1421]  O
en  [en]  O
1424  [1424]  O
,  [,]  O
overstroomden  [over][stroom][den]  O
grote  [groot][e]  O
delen  [deel][en]  O
en  [en]  O
werd  [word]  O
het  [het]  O
land  [land]  O
onbruikbaar  [on][gebruik][baar]  O
door  [door]  O
vernatting  [ver][nat][ing]  O
en  [en]  O
verzilting  [ver][zilt][ing]  O
.  [.]  O

Sterk  [sterk]  O
organische  [orgaan][isch][e]  O
kleiafzettingen  [kleiaf][zet][ing][en]  O
met  [met]  O
daarin  [daar][in]  O
grote  [groot][e]  O
hoeveelheden  [hoeveelheid][en]  O
juveniele  [juveniel][e]  O
brakwaterkokkels  [brak][water][kokkel][s]  O
in  [in]  O
levenshouding  [leven][s][houding]  O
worden  [word][en]  O
vaak  [vaak]  O
als  [als]  O
laatste  [laat][st][e]  O
opvulling  [op][vul][ing]  O
in  [in]  O
de  [de]  O
laatmiddeleeuwse  [laat][middel][eeuw][s][e]  O
sloten  [slot][en]  O
gevonden  [ge][vind][en]  O
.9  [.9]  O
Deze  [deze]  O
afzetting  [af][zet][ing]  O
wordt  [word][t]  O
geassocieerd  [geassocieer][d]  O
met  [met]  O
de  [de]  O
St.  [St.]  O
Elisabethsvloeden  [Elisabethsvloeden]  O
,  [,]  O
waarbij  [waar][bij]  O
de  [de]  O
brakwaterkokkels  [brak][water][kokkel][s]  O
fungeren  [fungeer][en]  O
als  [als]  O
‘  [']  O
gidsfossiel  [gids][fossiel]  O
’  [']  O
.  [.]  O

Gezien  [gezien]  O
de  [de]  O
brakke  [brak][e]  O
of  [of]  O
mariene  [marien][e]  O
oorsprong  [oorsprong]  O
kunnen  [kan][en]  O
de  [de]  O
afzettingen  [af][zet][ing][en]  O
mogelijk  [mogelijk]  O
gerekend  [ge][reken][d]  O
worden  [word][en]  O
tot  [tot]  O
de  [de]  O
Formatie  [formeer][atie]  O
van  [van]  O
Naaldwijk  [Naaldwijk]  O
.  [.]  O

De  [de]  O
landbouwgrond  [land][bouw][grond]  O
werd  [word]  O
economisch  [economisch]  O
onbruikbaar  [on][gebruik][baar]  O
en  [en]  O
het  [het]  O
land  [land]  O
werd  [word]  O
uiteindelijk  [uit][einde][lijk]  O
als  [als]  O
verloren  [verloren]  O
beschouwd  [be][schouw][d]  O
en  [en]  O
opgegeven  [op][ge][geef][en]  O
.  [.]  O

Waarschijnlijk  [waarschijnlijk]  O
zijn  [zijn]  O
de  [de]  O
laatmiddeleeuwse  [laat][middel][eeuw][s][e]  O
nederzettingen  [neder][zet][ing][en]  O
die  [die]  O
in  [in]  O
het  [het]  O
Dordtse  [dordts][e]  O
deel  [deel]  O
van  [van]  O
de  [de]  O
Groote  [Groote]  O
Waard  [Waard]  O
lagen  [lig][en]  O
,  [,]  O

Afb  [afb]  O
.  [.]  O
7  [7]  O
.  [.]  O

Pakket  [pakket]  O
van  [van]  O
maximaal  [maximum][aal]  O
3  [3]  O
jaar  [jaar]  O
oude  [oud][e]  O
brakwaterkokkels  [brak][water][kokkel][s]  O
in  [in]  O
levenshouding  [leven][s][houding]  O
.  [.]  O

Afb  [afb]  O
.  [.]  O
8  [8]  O
.  [.]  O

Brakwaterkokkel  [brak][water][kokkel]  O
of  [of]  O
Cerastoderma  [Cerastoderma]  O
glaucum  [glaucum]  O
,  [,]  O
een  [een]  O
duidelijke  [duid][elijk][e]  O
indicator  [indiceer][ator]  O
voor  [voor]  O
overstromingen  [over][stroom][ing][en]  O
vanuit  [vanuit]  O
zee  [zee]  O
.  [.]  O

vlak  [vlak]  O
voor  [voor]  O
en  [en]  O
gedurende  [gedurende]  O
de  [de]  O
overstromingen  [over][stroom][ing][en]  O
tussen  [tussen]  O
1421  [1421]  O
en  [en]  O
1424  [1424]  O
verlaten  [ver][laaten]  O
.  [.]  O

Waarschijnlijk  [waarschijnlijk]  O
was  [zijn]  O
de  [de]  O
verzilting  [ver][zilt][ing]  O
van  [van]  O
het  [het]  O
water  [water]  O
en  [en]  O
het  [het]  O
verlies  [verlies]  O
van  [van]  O
landbouwgrond  [land][bouw][grond]  O
en  [en]  O
grasland  [gras][land]  O
het  [het]  O
belangrijkste  [belang][rijk][st][e]  O
argument  [argument]  O
om  [om]  O
de  [de]  O
nederzettingen  [neder][zet][ing][en]  O
op  [op]  O
te  [te]  O
geven  [geef][en]  O
.10  [.10]  O
Het  [het]  O
(post)middeleeuwse  [(post)middel][eeuw][s][e]  O
landschap  [land][schap]  O
:  [:]  O
het  [het]  O
Bergsche  [berg][sch][e]  O
Veld  [veld]  O
en  [en]  O
het  [het]  O
nieuwe  [nieuw][e]  O
land  [land]  O
Nadat  [nadat]  O
ook  [ook]  O
de  [de]  O
dijken  [dijk][en]  O
langs  [langs]  O
de  [de]  O
Merwede  [Merwede]  O
doorbraken  [doorbraken]  O
,  [,]  O
veranderde  [veranderde]  O
de  [de]  O
Groote  [Groote]  O
Waard  [Waard]  O
in  [in]  O
een  [een]  O
ondiep  [on][diep]  O
zoetwatergetijdengebied  [zoetwatergetijdengebied]  O
,  [,]  O
destijds  [des][tijd][s]  O
het  [het]  O
Bergsche  [berg][sch][e]  O
Veld  [veld]  O
,  [,]  O
nu  [nu]  O
nog  [nog]  O
bekend  [bekend]  O
als  [als]  O
de  [de]  O
Biesbosch  [Biesbosch]  O
.  [.]  O

De  [de]  O
rivieren  [rivier][en]  O
Merwede  [Merwede]  O
en  [en]  O
de  [de]  O
Maas  [Maas]  O
zorgden  [zorg][den]  O
voor  [voor]  O
de  [de]  O
toevoer  [toevoer]  O
van  [van]  O
water  [water]  O
.  [.]  O

Gedurende  [gedurende]  O
deze  [deze]  O
periode  [periode]  O
is  [zijn]  O
een  [een]  O
dik  [dik]  O
pakket  [pakket]  O
klei  [klei]  O
en  [en]  O
zand  [zand]  O
afgezet  [af][ge][zet]  O
:  [:]  O
het  [het]  O
zogenaamde  [zo][genaamd][e]  O
Merwededek  [Merwededek]  O
.  [.]  O

Het  [het]  O
pakket  [pakket]  O
is  [zijn]  O
gelamineerd  [ge][lamineer][d]  O
en  [en]  O
sterk  [sterk]  O
kalkhoudend  [kalkhoudend]  O
en  [en]  O
bevat  [be][vat]  O
veelvuldig  [veelvuldig]  O
zoetwaterschelpen  [zoetwaterschelpen]  O
zoals  [zoals]  O
de  [de]  O
grote  [groot][e]  O
diepslak  [diepslak]  O
(  [(]  O
Bithynia  [Bithynia]  O
tentaculata  [tentaculata]  O
)  [)]  O
.  [.]  O

Dit  [dit]  O
zijn  [zijn]  O
de  [de]  O
jongste  [jong][st][e]  O
afzettingen  [af][zet][ing][en]  O
die  [die]  O
gerekend  [ge][reken][d]  O
worden  [word][en]  O
tot  [tot]  O
de  [de]  O
Formatie  [formeer][atie]  O
van  [van]  O
Echteld  [Echteld]  O
.  [.]  O

Ze  [ze]  O
kunnen  [kan][en]  O
een  [een]  O
dikte  [dik][te]  O
hebben  [heb][en]  O
die  [die]  O
varieert  [varieer][t]  O
tussen  [tussen]  O
circa  [circa]  O
0,7  [0,7]  O
m  [m]  O
tot  [tot]  O
meer  [meer]  O
dan  [dan]  O
3  [3]  O
m.  [m.]  O
Pas  [pas]  O
vanaf  [vanaf]  O
het  [het]  O
begin  [begin]  O
van  [van]  O
de  [de]  O
17e  [17e]  O
eeuw  [eeuw]  O
werd  [word]  O
begonnen  [beginnen]  O
met  [met]  O
de  [de]  O
herbedijking  [her][be][dijk][ing]  O
.  [.]  O

De  [de]  O
eerste  [een][ste]  O
polder  [polder]  O
,  [,]  O
genaamd  [ge][naamd]  O
het  [het]  O
Oude  [Oude]  O
Land  [Land]  O
van  [van]  O
Dubbeldam  [Dubbeldam]  O
,  [,]  O
dateert  [dateer][t]  O
uit  [uit]  O
1603  [1603]  O
.  [.]  O

Tot  [tot]  O
in  [in]  O
de  [de]  O
20e  [20e]  O
eeuw  [eeuw]  O
was  [zijn]  O
het  [het]  O
plangebied  [plan][gebied]  O
onbebouwd  [onbebouwd]  O
en  [en]  O
in  [in]  O
gebruik  [gebruik]  O
als  [als]  O
landbouwgrond  [land][bouw][grond]  O
.  [.]  O

Het  [het]  O
Merwededek  [Merwededek]  O
heeft  [heb][t]  O
het  [het]  O
middeleeuwse  [middel][eeuw][s][e]  O
landschap  [land][schap]  O
vrijwel  [vrijwel]  O
overal  [overal]  O
afgedekt  [af][ge][dek][t]  O
.  [.]  O

Op  [op]  O
de  [de]  O
oorspronkelijk  [oorsprong][elijk]  O
hogere  [hoog][er][e]  O
delen  [deel][en]  O
van  [van]  O
het  [het]  O
landschap  [land][schap]  O
heeft  [heb][t]  O
het  [het]  O
pakket  [pakket]  O
nog  [nog]  O
een  [een]  O
dikte  [dik][te]  O
van  [van]  O
70  [70]  O
tot  [tot]  O
100  [100]  O
cm.  [cm.]  O
Op  [op]  O
de  [de]  O
lagere  [laag][er][e]  O
delen  [deel][en]  O
kan  [kan]  O
het  [het]  O
een  [een]  O
dikte  [dik][te]  O
hebben  [heb][en]  O
van  [van]  O
meer  [meer]  O
dan  [dan]  O
3  [3]  O
m.  [m.]  O
Archeologische  [archeologisch][e]  O
resten  [rest][en]  O
kunnen  [kan][en]  O
door  [door]  O
de  [de]  O
Merwedeafzettingen  [mer][wede][af][zet][ing][en]  O
geheel  [ge][heel]  O
zijn  [zijn]  O
geërodeerd  [geërodeer][d]  O
,  [,]  O
maar  [maar]  O
ook  [ook]  O
goed  [goed]  O
beschermd  [be][scherm][d]  O
zijn  [zijn]  O
afgedekt  [af][ge][dek][t]  O
.  [.]  O

2.3.2  [2.3.2]  O
.  [.]  O

Bekende  [bekend][e]  O
historische  [historisch][e]  O
en  [en]  O
archeologische  [archeologisch][e]  O
gegevens  [gegeven][s]  O
Schilderijen  [schilderij][en]  O
en  [en]  O
kaartreconstructies  [kaartre][constructie][s]  O
Van  [van]  O
de  [de]  O
landschappelijke  [land][schap][elijk][e]  O
situatie  [situeer][atie]  O
van  [van]  O
vóór  [vóór]  O
1421  [1421]  O
zijn  [zijn]  O
geen  [geen]  O
historische  [historisch][e]  O
kaarten  [kaart][en]  O
bekend  [bekend]  O
.  [.]  O

Wel  [wel]  O
bestaat  [be][sta][t]  O
er  [er]  O
een  [een]  O
onbekend  [on][bekend]  O
aantal  [aan][tal]  O
geschreven  [ge][schrijf][en]  O
bronnen  [bron][en]  O
.  [.]  O

Door  [door]  O
het  [het]  O
ontbreken  [ontbreek][en]  O
van  [van]  O
kaarten  [kaart][en]  O
en  [en]  O
de  [de]  O
vrij  [vrij]  O
summiere  [summier][e]  O
schriftelijke  [schrift][elijk][e]  O
bronnen  [bron][en]  O
is  [zijn]  O
er  [er]  O
altijd  [altijd]  O
veel  [veel]  O
discussie  [discussie]  O
geweest  [ge][wees][t]  O
over  [over]  O
de  [de]  O
ligging  [lig][ing]  O
van  [van]  O
de  [de]  O
verschillende  [verschillend][e]  O
dorpen  [dorp][en]  O
en  [en]  O
ambachten  [ambacht][en]  O
.  [.]  O

Op  [op]  O
basis  [basis]  O
van  [van]  O
de  [de]  O
middeleeuwse  [middel][eeuw][s][e]  O
en  [en]  O
postmiddeleeuwse  [post][middel][eeuw][s][e]  O
vermeldingen  [ver][meld][ing][en]  O
zijn  [zijn]  O
in  [in]  O
het  [het]  O
verleden  [verlijden]  O
enkele  [enkele]  O
reconstructies  [reconstructies]  O
van  [van]  O
de  [de]  O
Groote  [Groote]  O
Waard  [Waard]  O
gemaakt  [ge][maak][t]  O
.  [.]  O

Hieronder  [hier][onder]  O
wordt  [word][t]  O
,  [,]  O
in  [in]  O
chronologische  [chronologisch][e]  O
volgorde  [volg][orde]  O
,  [,]  O
een  [een]  O
aantal  [aan][tal]  O
van  [van]  O
deze  [deze]  O
reconstructies  [reconstructies]  O
besproken  [be][spreek][en]  O
.  [.]  O

De  [de]  O
oudste  [oud][st][e]  O
voorstelling  [voor][stel][ing]  O
die  [die]  O
informatie  [informeer][atie]  O
geeft  [geef][t]  O
over  [over]  O
de  [de]  O
inrichting  [in][richt][ing]  O
van  [van]  O
het  [het]  O
platteland  [platteland]  O
in  [in]  O
de  [de]  O
Groote  [Groote]  O
Waard  [Waard]  O
is  [zijn]  O
een  [een]  O
altaarstuk  [altaar][stuk]  O
dat  [dat]  O
geschilderd  [ge][schilder][d]  O
is  [zijn]  O
tussen  [tussen]  O
1470  [1470]  O
en  [en]  O
1490  [1490]  O
.  [.]  O

Het  [het]  O
altaardrieluik  [altaardrie][luik]  O
is  [zijn]  O
waarschijnlijk  [waarschijnlijk]  O
in  [in]  O
opdracht  [opdracht]  O
van  [van]  O
de  [de]  O
