Word  actual_tag  prediction
zuiden  [zuiden]  O
van  [van]  O
de  [de]  O
historische  [historisch][e]  O
vee  [vee]  O
-  [-]  O
of  [of]  O
beestenmarkt  [beest][en][markt]  O
en  [en]  O
rondom  [rondom]  O
de  [de]  O
in  [in]  O
2008  [2008]  O
gesloopte  [ge][sloop][te]  O
veehal  [vee][hal]  O
,  [,]  O
de  [de]  O
Houtkamphal  [Houtkamphal]  O
.  [.]  O

Het  [het]  O
onderzoek  [onder][zoek]  O
heeft  [heb][t]  O
aanwijzingen  [aan][wijs][ing][en]  O
opgeleverd  [op][ge][lever][d]  O
voor  [voor]  O
menselijke  [mens][elijk][e]  O
activiteiten  [actief][iteit][en]  O
uit  [uit]  O
het  [het]  O
Mesolithicum  [Mesolithicum]  O
,  [,]  O
het  [het]  O
Neolithicum  [Neolithicum]  O
,  [,]  O
de  [de]  O
Bronstijd  [brons][tijd]  O
,  [,]  O
de  [de]  O
IJzertijd  [ijzer][tijd]  O
,  [,]  O
de  [de]  O
Vroege  [vroeg][e]  O
en  [en]  O
Volle  [Volle]  O
Middeleeuwen  [Middeleeuwen]  O
en  [en]  O
de  [de]  O
Nieuwe  [nieuw][e]  O
tijd  [tijd]  O
.  [.]  O

In  [in]  O
het  [het]  O
Mesolithicum  [Mesolithicum]  O
en  [en]  O
het  [het]  O
Midden  [Midden]  O
Neolithicum  [Neolithicum]  O
werd  [word]  O
het  [het]  O
gebied  [gebied]  O
bezocht  [be][zoekt]  O
door  [door]  O
jager  [jaag][er]  O
/  [/]  O
verzamelaars  [ver][zamel][aar][s]  O
.  [.]  O

Er  [er]  O
zijn  [zijn]  O
nederzettingssporen  [neder][zet][ing][s][spoor][en]  O
vanaf  [vanaf]  O
de  [de]  O
Midden  [midden]  O
Bronstijd  [brons][tijd]  O
aangetroffen  [aan][ge][tref][en]  O
.  [.]  O

Alleen  [alleen]  O
uit  [uit]  O
de  [de]  O
Late  [Late]  O
IJzertijd  [IJzertijd]  O
werden  [word][en]  O
bewoningsresten  [be][woon][ing][s][rest][en]  O
in  [in]  O
de  [de]  O
vorm  [vorm]  O
van  [van]  O
huisplattegronden  [huis][plattegrond][en]  O
aangetroffen  [aan][ge][tref][en]  O
.  [.]  O

Van  [van]  O
de  [de]  O
periode  [periode]  O
tussen  [tussen]  O
de  [de]  O
IJzertijd  [ijzer][tijd]  O
en  [en]  O
de  [de]  O
Vroege  [vroeg][e]  O
Middeleeuwen  [Middeleeuwen]  O
is  [zijn]  O
geen  [geen]  O
neerslag  [neer][slag]  O
van  [van]  O
activiteiten  [actief][iteit][en]  O
gevonden  [ge][vind][en]  O
.  [.]  O

In  [in]  O
de  [de]  O
Vroege  [Vroege]  O
Middeleeuwen  [Middeleeuwen]  O
werd  [word]  O
het  [het]  O
terrein  [terrein]  O
opnieuw  [opnieuw]  O
in  [in]  O
gebruik  [gebruik]  O
genomen  [ge][neeom][en]  O
.  [.]  O

De  [de]  O
sporen  [spoor][en]  O
vanaf  [vanaf]  O
deze  [deze]  O
periode  [periode]  O
bestaan  [bestaan]  O
uit  [uit]  O
industriële  [industrie][eel][e]  O
(  [(]  O
houtskoolmeilers  [hout][s][kool][meiler][s]  O
)  [)]  O
en  [en]  O
agrarische  [agrarisch][e]  O
sporen  [spoor][en]  O
tot  [tot]  O
in  [in]  O
de  [de]  O
Nieuwe  [nieuw][e]  O
tijd  [tijd]  O
.  [.]  O

De  [de]  O
archeologische  [archeologisch][e]  O
overblijfselen  [over][blijf][sel][en]  O
uit  [uit]  O
het  [het]  O
Mesolithicum  [Mesolithicum]  O
t  [t]  O
/  [/]  O
m  [m]  O
het  [het]  O
Midden  [Midden]  O
Neolithicum  [Neolithicum]  O
bestaan  [bestaan]  O
uit  [uit]  O
haardkuilen  [haarde][kuil][en]  O
en  [en]  O
vuurstenen  [vuurstenen]  O
afslagen  [af][slag][en]  O
.  [.]  O

Behoudens  [behoudens]  O
enkele  [enkele]  O
fragmenten  [fragment][en]  O
aardewerk  [aarde][werk]  O
uit  [uit]  O
het  [het]  O
Laat  [laat]  O
Neolithicum  [Neolithicum]  O
en  [en]  O
de  [de]  O
Vroege  [vroeg][e]  O
Bronstijd  [brons][tijd]  O
zijn  [zijn]  O
er  [er]  O
uit  [uit]  O
deze  [deze]  O
periode  [periode]  O
geen  [geen]  O
eenduidige  [een][duid][ig][e]  O
grondsporen  [grond][spoor][en]  O
aangetroffen  [aan][ge][tref][en]  O
.  [.]  O

De  [de]  O
oudste  [oud][st][e]  O
nederzettingssporen  [neder][zet][ing][s][spoor][en]  O
stammen  [stam][en]  O
uit  [uit]  O
de  [de]  O
Midden  [midden]  O
Bronstijd  [brons][tijd]  O
.  [.]  O

Het  [het]  O
betreft  [be][tref][t]  O
agrarische  [agrarisch][e]  O
structuren  [structuur][en]  O
,  [,]  O
waaronder  [waar][onder]  O
spiekers  [spiek][er][s]  O
,  [,]  O
een  [een]  O
veekraal  [vee][kraal]  O
of  [of]  O
schaapskooi  [schaap][s][kooi]  O
en  [en]  O
een  [een]  O
mogelijke  [mogelijk][e]  O
schuur  [schuur]  O
.  [.]  O

Huisplattegronden  [huis][plattegrond][en]  O
uit  [uit]  O
deze  [deze]  O
periode  [periode]  O
zijn  [zijn]  O
niet  [niet]  O
aangetroffen  [aan][ge][tref][en]  O
.  [.]  O

Hetzelfde  [hetzelfde]  O
geldt  [geld][t]  O
voor  [voor]  O
de  [de]  O
Midden  [midden]  O
IJzertijd  [ijzer][tijd]  O
.  [.]  O

Ook  [ook]  O
de  [de]  O
structuren  [structuur][en]  O
(  [(]  O
schuren  [schuur][en]  O
en  [en]  O
spiekers  [spiek][er][s]  O
)  [)]  O
en  [en]  O
sporen  [spoor][en]  O
(  [(]  O
met  [met]  O
name  [naam]  O
kuilen  [kuil][en]  O
)  [)]  O
uit  [uit]  O
deze  [deze]  O
periode  [periode]  O
houden  [houd][en]  O
verband  [verband]  O
met  [met]  O
agrarische  [agrarisch][e]  O
activiteiten  [actief][iteit][en]  O
.  [.]  O

Vermoedelijk  [vermoed][elijk]  O
lag  [lig]  O
het  [het]  O
Veemarktterrein  [Veemarktterrein]  O
in  [in]  O
deze  [deze]  O
perioden  [periode][n]  O
in  [in]  O
de  [de]  O
periferie  [periferisch][ie]  O
van  [van]  O
een  [een]  O
nabij  [nabij]  O
gelegen  [ge][lig][en]  O
nederzettingsterrein  [nederzettingsterrein]  O
en  [en]  O
werd  [word]  O
het  [het]  O
opgravingsterrein  [op][graaf][ing][s][terrein]  O
niet  [niet]  O
bewoond  [be][woon][d]  O
maar  [maar]  O
wel  [wel]  O
gebruikt  [gebruik][t]  O
als  [als]  O
akkerland  [akker][land]  O
en  [en]  O
dergelijke  [dergelijk][e]  O
.  [.]  O

In  [in]  O
de  [de]  O
Late  [Late]  O
IJzertijd  [IJzertijd]  O
verscheen  [verschijn]  O
er  [er]  O
voor  [voor]  O
het  [het]  O
eerst  [eer][st]  O
een  [een]  O
erf  [erf]  O
waarvan  [waar][van]  O
fragmentarische  [fragmentarisch][e]  O
huisplattegronden  [huis][plattegrond][en]  O
(  [(]  O
huis  [huis]  O
1  [1]  O
:  [:]  O
structuur  [structuur]  O
30  [30]  O
;  [;]  O
huis  [huis]  O
2  [2]  O
:  [:]  O
structuur  [structuur]  O
31  [31]  O
)  [)]  O
binnen  [binnen]  O
het  [het]  O
blikveld  [blik][veld]  O
van  [van]  O
het  [het]  O
onderzoeksgebied  [onderzoek][s][gebied]  O
zijn  [zijn]  O
aangetroffen  [aan][ge][tref][en]  O
.  [.]  O

Het  [het]  O
gaat  [ga][t]  O
in  [in]  O
ieder  [ieder]  O
geval  [geval]  O
om  [om]  O
twee  [twee]  O
noordwestzuidoost  [noordwestzuidoost]  O
georiënteerde  [ge][Oriënt][eer][de]  O
huizen  [huis][en]  O
,  [,]  O
mogelijk  [mogelijk]  O
van  [van]  O
het  [het]  O
type  [type]  O
Hijken  [Hijken]  O
.  [.]  O

Twee  [twee]  O
zeer  [zeer]  O
fragmentarische  [fragmentarisch][e]  O
plattegronden  [plattegrond][en]  O
konden  [kan][den]  O
niet  [niet]  O
nader  [na][er]  O
aan  [aan]  O
een  [een]  O
typologie  [typologisch][ie]  O
of  [of]  O
periode  [periode]  O
worden  [word][en]  O
toegewezen  [toe][ge][wijs][en]  O
(  [(]  O
huis  [huis]  O
3  [3]  O
:  [:]  O
structuur  [structuur]  O
31  [31]  O
;  [;]  O
huis  [huis]  O
4  [4]  O
:  [:]  O
structuur  [structuur]  O
32  [32]  O
)  [)]  O
.  [.]  O

Een  [een]  O
groot  [groot]  O
aantal  [aan][tal]  O
resterende  [rest][eer][end][e]  O
paalkuilen  [paal][kuil][en]  O
en  [en]  O
kuilen  [kuil][en]  O
,  [,]  O
evenals  [evenals]  O
een  [een]  O
groot  [groot]  O
deel  [deel]  O
van  [van]  O
de  [de]  O
bijgebouwen  [bijgebouwen]  O
,  [,]  O
is  [zijn]  O
op  [op]  O
basis  [basis]  O
van  [van]  O
vondstmateriaal  [vond][st][materie][aal]  O
of  [of]  O
context  [context]  O
weliswaar  [weliswaar]  O
in  [in]  O
de  [de]  O
IJzertijd  [ijzer][tijd]  O
gedateerd  [ge][dateer][d]  O
,  [,]  O
maar  [maar]  O
kon  [kan]  O
niet  [niet]  O
nader  [na][er]  O
worden  [word][en]  O
gespecificeerd  [ge][specificeer][d]  O
.  [.]  O

Grotere  [groot][er][e]  O
vondstcomplexen  [vond][st][complex][en]  O
uit  [uit]  O
de  [de]  O
IJzertijd  [ijzer][tijd]  O
houden  [houd][en]  O
verband  [verband]  O
met  [met]  O
bewoning  [be][woon][ing]  O
in  [in]  O
de  [de]  O
eerste  [een][ste]  O
eeuwen  [eeuw][en]  O
van  [van]  O
de  [de]  O
Midden  [midden]  O
IJzertijd  [ijzer][tijd]  O
en  [en]  O
de  [de]  O
laatste  [laat][st][e]  O
fase  [fase]  O
van  [van]  O
de  [de]  O
IJzertijd  [ijzer][tijd]  O
.  [.]  O

AMS  [am][s]  O

14  [14]  O

C-dateringen  [c-dateer][ing][en]  O
tonen  [toon][en]  O
aan  [aan]  O
dat  [dat]  O
het  [het]  O
terrein  [terrein]  O
ook  [ook]  O
werd  [word]  O
gebruikt  [gebruik][t]  O
in  [in]  O
de  [de]  O
tussenliggende  [tussen][liggend][e]  O
periode  [periode]  O

(  [(]  O
tweede  [twee][de]  O
helft  [helft]  O
Midden  [midden]  O
IJzertijd-eerste  [ijzertijd-eerste]  O
helft  [helft]  O
Late  [Late]  O
IJzertijd  [IJzertijd]  O
)  [)]  O
.  [.]  O

Het  [het]  O
geringe  [geringe]  O
aantal  [aan][tal]  O
besmeten  [besmeten]  O
scherven  [scherf][en]  O
lijkt  [lijk][t]  O
er  [er]  O
echter  [echter]  O
op  [op]  O
te  [te]  O
wijzen  [wijs][en]  O
dat  [dat]  O
deze  [deze]  O
periode  [periode]  O
in  [in]  O
het  [het]  O
aardewerk  [aarde][werk]  O
nauwelijks  [nauwelijks]  O
is  [zijn]  O
vertegenwoordigd  [vertegenwoordig][d]  O
.  [.]  O

5  [5]  O

RAAP-RAPPORT  [RAAP-RAPPORT]  I-PER
2217  [2217]  I-PER
Plangebied  [Plangebied]  I-PER
Veemarktterrein  [Veemarktterrein]  I-PER
,  [,]  I-PER
gemeente  [gemeente]  I-PER
Doetinchem  [Doetinchem]  I-PER
Een  [een]  I-PER
opgraving  [op][graaf][ing]  I-PER
met  [met]  I-PER
resten  [rest][en]  I-PER
uit  [uit]  I-PER
het  [het]  I-PER
Meso  [Meso]  I-PER
-  [-]  I-PER
en  [en]  I-PER
Neolithicum  [Neolithicum]  I-PER
,  [,]  I-PER
de  [de]  I-PER
Brons  [brons]  I-PER
-  [-]  I-PER
en  [en]  I-PER
IJzertijd  [ijzer][tijd]  I-PER
en  [en]  I-PER
de  [de]  I-PER
Vroege  [vroeg][e]  I-PER
en  [en]  I-PER
Late  [Late]  I-PER
Middeleeuwen  [Middeleeuwen]  I-PER

In  [in]  O
de  [de]  O
Vroege  [Vroege]  O
Middeleeuwen  [Middeleeuwen]  O
werd  [word]  O
na  [na]  O
een  [een]  O
periode  [periode]  O
van  [van]  O
vermoedelijk  [vermoed][elijk]  O
bosregeneratie  [bos][re][genereer][atie]  O
begonnen  [beginnen]  O
met  [met]  O
de  [de]  O
herontginning  [her][ontgin][ing]  O
van  [van]  O
(  [(]  O
een  [een]  O
deel  [deel]  O
van  [van]  O
)  [)]  O
het  [het]  O
gebied  [gebied]  O
.  [.]  O

Vanaf  [vanaf]  O
de  [de]  O
lager  [laag][er]  O
gelegen  [ge][lig][en]  O
,  [,]  O
zuidoostelijke  [zuid][oostene][lijk][e]  O
zone  [zone]  O
van  [van]  O
het  [het]  O
onderzoeksgebied  [onderzoek][s][gebied]  O
werd  [word]  O
de  [de]  O
aanwezige  [aanwezig][e]  O
bebossing  [be][bos][ing]  O
omgezet  [om][ge][zet]  O
in  [in]  O
houtskool  [hout][s][kool]  O
.  [.]  O

De  [de]  O
resten  [rest][en]  O
die  [die]  O
hiervan  [hier][van]  O
getuigen  [getuigen]  O
zijn  [zijn]  O
21  [21]  O
ronde  [ronde]  O
en  [en]  O
ovale  [ovaal][e]  O
houtskoolrijke  [hout][s][kool][rijk][e]  O
kuilen  [kuil][en]  O
die  [die]  O
worden  [word][en]  O
geïnterpreteerd  [ge][interpreteer][d]  O
als  [als]  O
houtskoolmeilers  [hout][s][kool][meiler][s]  O
.  [.]  O

Agrarische  [agrarisch][e]  O
sporen  [spoor][en]  O
uit  [uit]  O
de  [de]  O
Late  [Late]  O
Middeleeuwen  [Middeleeuwen]  O
zijn  [zijn]  O
met  [met]  O
name  [naam]  O
in  [in]  O
het  [het]  O
zuidoostelijke  [zuid][oostene][lijk][e]  O
deel  [deel]  O
van  [van]  O
het  [het]  O
Veemarktterrein  [Veemarktterrein]  O
aanwezig  [aanwezig]  O
.  [.]  O

Het  [het]  O
gaat  [ga][t]  O
om  [om]  O
een  [een]  O
systeem  [systeem]  O
greppels  [greppel][s]  O
en  [en]  O
een  [een]  O
vier  [vier]  O
kuilen  [kuil][en]  O
.  [.]  O

Prehistorisch  [prehistorisch]  O
aardewerk  [aarde][werk]  O
vormt  [vorm][t]  O
de  [de]  O
grootste  [groot][st][e]  O
vondstcategorie  [vond][st][categorie]  O
van  [van]  O
de  [de]  O
opgraving  [op][graaf][ing]  O
op  [op]  O
het  [het]  O
Veemarktterrein  [Veemarktterrein]  O
.  [.]  O

Er  [er]  O
zijn  [zijn]  O
1678  [1678]  O
scherven  [scherf][en]  O
handgevormd  [handgevormd]  O
aardewerk  [aarde][werk]  O
gevonden  [ge][vind][en]  O
met  [met]  O
een  [een]  O
gezamenlijk  [gezamenlijk]  O
gewicht  [gewicht]  O
van  [van]  O
bijna  [bijna]  O
15  [15]  O
kg.  [kg.]  O
Ze  [ze]  O
staan  [sta]  O
hoofdzakelijk  [hoofd][zaak][elijk]  O
in  [in]  O
verband  [verband]  O
met  [met]  O
bewoning  [be][woon][ing]  O
en  [en]  O
agrarische  [agrarisch][e]  O
activiteiten  [actief][iteit][en]  O
in  [in]  O
de  [de]  O
IJzertijd  [ijzer][tijd]  O
.  [.]  O

Ongeveer  [ongeveer]  O
dertig  [drie][tig]  O
scherven  [scherf][en]  O
kunnen  [kan][en]  O
toegeschreven  [toe][ge][schrijf][en]  O
worden  [word][en]  O
aan  [aan]  O
activiteiten  [actief][iteit][en]  O
in  [in]  O
andere  [ander][e]  O
perioden  [periode][n]  O
.  [.]  O

Het  [het]  O
gaat  [ga][t]  O
om  [om]  O
enkele  [enkele]  O
scherven  [scherf][en]  O
van  [van]  O
de  [de]  O
laat-neolithische  [laat-neolithische]  O
Enkelgraf  [Enkelgraf]  O
-  [-]  O
en  [en]  O
/  [/]  O
of  [of]  O
Klokbekercultuur  [klok][beker][cultuur]  O
en  [en]  O
om  [om]  O
scherven  [scherf][en]  O
uit  [uit]  O
de  [de]  O
Vroege  [vroeg][e]  O
en  [en]  O
Midden  [midden]  O
Bronstijd  [brons][tijd]  O
.  [.]  O

In  [in]  O
totaal  [totaal]  O
zijn  [zijn]  O
334  [334]  O
vondsten  [vondst][en]  O
toe  [toe]  O
te  [te]  O
schrijven  [schrijf][en]  O
aan  [aan]  O
aardewerk  [aarde][werk]  O
en  [en]  O
bouwmateriaal  [bouw][materie][aal]  O
uit  [uit]  O
de  [de]  O
Middeleeuwen  [Middeleeuwen]  O
en  [en]  O
Nieuwe  [nieuw][e]  O
tijd  [tijd]  O
.  [.]  O

Ruim  [ruim]  O
tweederde  [tweeder][d][e]  O
van  [van]  O
het  [het]  O
materiaal  [materie][aal]  O
is  [zijn]  O
afkomstig  [af][kom][st][ig]  O
uit  [uit]  O
de  [de]  O
Middeleeuwen  [Middeleeuwen]  O
.  [.]  O

Naast  [naast]  O
twee  [twee]  O
scherven  [scherf][en]  O
van  [van]  O
Badorfaardewerk  [Badorfaardewerk]  O
uit  [uit]  O
de  [de]  O
Vroege  [Vroege]  O
Middeleeuwen  [Middeleeuwen]  O
is  [zijn]  O
het  [het]  O
merendeel  [merendeel]  O
afkomstig  [af][kom][st][ig]  O
uit  [uit]  O
de  [de]  O
Volle  [Volle]  O
Middeleeuwen  [Middeleeuwen]  O
(  [(]  O
11e  [11e]  O
tot  [tot]  O
begin  [begin]  O
13e  [13e]  O
eeuw  [eeuw]  O
)  [)]  O
.  [.]  O

6  [6]  O

RAAP-RAPPORT  [RAAP-RAPPORT]  I-PER
2217  [2217]  I-PER
Plangebied  [Plangebied]  I-PER
Veemarktterrein  [Veemarktterrein]  I-PER
,  [,]  I-PER
gemeente  [gemeente]  I-PER
Doetinchem  [Doetinchem]  I-PER
Een  [een]  I-PER
opgraving  [op][graaf][ing]  I-PER
met  [met]  I-PER
resten  [rest][en]  I-PER
uit  [uit]  I-PER
het  [het]  I-PER
Meso  [Meso]  I-PER
-  [-]  I-PER
