Word  actual_tag  prediction
Chr.  [Chr.]  O

paleolithicum  [paleolithicum]  O
(  [(]  O
oude  [oud][e]  O
steentijd  [steen][tijd]  O
)  [)]  O

No  [No]  O
part  [part]  O
of  [of]  O
this  [this]  O
book  [book]  O
may  [may]  O
be  [be]  O
reproduced  [reproduced]  O
in  [in]  O
any  [any]  O
form  [form]  O
,  [,]  O
by  [by]  O
print  [print]  O
,  [,]  O
photoprint  [p][hotoprint]  O
,  [,]  O
microﬁlm  [microﬁlm]  O
or  [or]  O
any  [any]  O
other  [other]  O
means  [means]  O
,  [,]  O
without  [without]  O
the  [the]  O
written  [written]  O
permission  [permission]  O
from  [from]  O
the  [the]  O
publisher  [publisher]  O
.  [.]  O

midden  [midden]  O
vroeg  [vraag]  O

vroeg  [vraag]  O

2000  [2000]  B-PER

Niets  [niets]  O
van  [van]  O
deze  [deze]  O
uitgave  [uitgave]  O
mag  [mag]  O
worden  [word][en]  O
verveelvoudigd  [ver][veelvoud][ig][d]  O
in  [in]  O
een  [een]  O
geautomatiseerd  [ge][automaat][iseer][d]  O
gegevensbestand  [gegeven][s][bestand]  O
of  [of]  O
openbaar  [openbaar]  O
gemaakt  [ge][maak][t]  O
door  [door]  O
middel  [middel]  O
van  [van]  O
druk  [druk]  O
,  [,]  O
fotokopie  [fotokopie]  O
,  [,]  O
microﬁlm  [microﬁlm]  O
of  [of]  O
op  [op]  O
welke  [welke]  O
andere  [ander][e]  O
wijze  [wijze]  O
ook  [ook]  O
zonder  [zonder]  O
voorafgaande  [voor][af][ga][d][e]  O
schriftelijke  [schrift][elijk][e]  O
toestemming  [toe][stem][ing]  O
van  [van]  O
de  [de]  O
uitgever  [uit][geef][er]  O
.  [.]  O

Voor  [voor]  O
zover  [zo][ver]  O
het  [het]  O
maken  [maak][en]  O
van  [van]  O
kopieën  [kopie][en]  O
uit  [uit]  O
deze  [deze]  O
uitgave  [uitgave]  O
is  [zijn]  O
toegestaan  [toe][ge][sta]  O
op  [op]  O
grond  [grond]  O
van  [van]  O
artikel  [artikel]  O
1  [1]  O
6B  [6b]  O
Auteurswet  [auteur][s][wet]  O
1  [1]  O
9  [9]  O
1  [1]  O
2  [2]  O
jo  [jo]  O
,  [,]  O
het  [het]  O
besluit  [be][sluit]  O
van  [van]  O
29  [29]  O
juni  [juni]  O
1  [1]  O
974  [974]  O
,  [,]  O
St.b.  [St.b.]  O
35  [35]  O
1  [1]  O
,  [,]  O
zoals  [zoals]  O
gewijzigd  [gewijzigd]  O
bij  [bij]  O
Besluit  [be][sluit]  O
van  [van]  O
23  [23]  O
augustus  [augustus]  O
1  [1]  O
985  [985]  O
,  [,]  O
St.b.  [St.b.]  O
47  [47]  O
1  [1]  O
en  [en]  O
artikel  [artikel]  O
1  [1]  O
7  [7]  O
Auteurswet  [auteur][s][wet]  O
1  [1]  O
9  [9]  O
1  [1]  O
2  [2]  O
,  [,]  O
dient  [dien][t]  O
men  [men]  O
daarvoor  [daar][voor]  O
wettelijk  [wet][elijk]  O
verschuldigde  [verschuldigde]  O
vergoedingen  [ver][goed][ing][en]  O
te  [te]  O
voldoen  [vol][doe][n]  O
aan  [aan]  O
de  [de]  O
Stichting  [sticht][ing]  O
Reprorecht  [Reprorecht]  O
(  [(]  O
Postbus  [post][bus]  O
882  [882]  O
,  [,]  O

1  [1]  O
1  [1]  O
80  [80]  O
AW  [AW]  O
Amstelveen  [Amstelveen]  O
)  [)]  O
.  [.]  O

Voor  [voor]  O
het  [het]  O
overnemen  [over][neem][en]  O
van  [van]  O
gedeelte(n)  [ge][deelte(n)]  O
van  [van]  O
deze  [deze]  O
uitgave  [uitgave]  O
in  [in]  O
bloemlezingen  [bloem][lees][ing][en]  O
,  [,]  O
readers  [reader][s]  O
en  [en]  O
andere  [ander][e]  O
compilatiewerken  [compileer][atie][werk][en]  O
(  [(]  O
artikel  [artikel]  O
1  [1]  O
6  [6]  O
Auteurswet  [auteur][s][wet]  O
1  [1]  O
9  [9]  O
1  [1]  O
2  [2]  O
)  [)]  O
dient  [dien][t]  O
men  [men]  O
zich  [zich]  O
tot  [tot]  O
de  [de]  O
uitgever  [uit][geef][er]  O
te  [te]  O
wenden  [wend][en]  O
.  [.]  O

laat  [laat]  O

laat  [laat]  O

1100  [1100]  O

Beeldredactie  [beeld][redactie]  O
en  [en]  O
vormgeving  [vorm][geef][ing]  O
:  [:]  O
R.M.H.C.  [R.M.H.C.]  O
Mols  [Mols]  O
Tekstredactie  [Tekstredactie]  O
:  [:]  O
P.W.  [P.W.]  O
van  [van]  O
den  [den]  O
Broeke  [Broeke]  O

vroeg  [vraag]  O

vroeg  [vraag]  O

800  [800]  O

Opgravingen  [op][graaf][ing][en]  O
op  [op]  O
’t  ['t]  O
Klumke  [Klumke]  O
te  [te]  O
Nijmegen-Oosterhout  [Nijmegen-Oosterhout]  O
–  [–]  O
Boeren  [boer][en]  O
uit  [uit]  O
het  [het]  O
midden-neolithicum  [midden-neolithicum]  O
,  [,]  O
de  [de]  O
ijzertijd  [ijzer][tijd]  O
en  [en]  O
de  [de]  O
Merovingische  [me][roof][ingisch][e]  O
periode  [periode]  O
op  [op]  O
een  [een]  O
zandrug  [zand][rug]  O
in  [in]  O
de  [de]  O
oostelijke  [Oost][elijk][e]  O
Betuwe  [Betuwe]  O

laat  [laat]  O

laat  [laat]  I-PER
ijzertijd  [ijzer][tijd]  I-PER

na  [na]  O
Chr.  [Chr.]  O

INHOUDSOPGAVE  [INHOUDSOPGAVE]  O
1  [1]  O
Inleiding  [in][leid][ing]  O
–  [–]  O
P.W.  [P.W.]  O
van  [van]  O
den  [den]  O
Broeke  [Broeke]  O

5  [5]  O

1.1  [1.1]  O

Kader  [kader]  O
en  [en]  O
administratieve  [administratief][e]  O
gegevens  [gegeven][s]  O

5  [5]  O

1.2  [1.2]  O

Historische  [historisch][e]  O
achtergrond  [achter][grond]  O
van  [van]  O
het  [het]  O
gebied  [gebied]  O
en  [en]  O
vooronderzoek  [voor][onderzoek]  O

7  [7]  O

1.3  [1.3]  O

Doel  [doel]  O
van  [van]  O
het  [het]  O
onderzoek  [onder][zoek]  O

7  [7]  O

2  [2]  O
Methodiek  [Methodiek]  O
van  [van]  O
het  [het]  O
veldwerk  [veld][werk]  O
–  [–]  O
P.W.  [P.W.]  O
van  [van]  O
den  [den]  O
Broeke  [Broeke]  O
3  [3]  O
Aardkundige  [aardkundige]  O
en  [en]  O
chronologische  [chronologisch][e]  O
aspecten  [aspect][en]  O
–  [–]  O
P.W.  [P.W.]  O
van  [van]  O
den  [den]  O
Broeke  [Broeke]  O

9  [9]  O
11  [11]  O

3.1  [3.1]  O

Algemeen  [al][gemeen]  O

11  [11]  O

3.2  [3.2]  O

De  [de]  O
geologische  [geologisch][e]  O
geschiedenis  [geschied][enis]  O
van  [van]  O
de  [de]  O
vindplaats  [vind][plaats]  O

11  [11]  O

3.3  [3.3]  O

Geologische  [geologisch][e]  O
en  [en]  O
landschappelijke  [land][schap][elijk][e]  O
ontwikkeling  [ont][wikkel][ing]  O
in  [in]  O
relatie  [relatie]  O
tot  [tot]  O
de  [de]  O
bewoning  [be][woon][ing]  O

15  [15]  O

3.4  [3.4]  O

14  [14]  O

C-dateringen  [c-dateer][ing][en]  O

18  [18]  O

4  [4]  O
Sporen  [spoor][en]  O
en  [en]  O
structuren  [structuur][en]  O
–  [–]  O
E.A.G.  [E.A.G.]  O
Ball  [Ball]  O

21  [21]  O

4.1  [4.1]  O

Inleiding  [in][leid][ing]  O

21  [21]  O

4.2  [4.2]  O

Grondsporen  [grondsporen]  O
uit  [uit]  O
het  [het]  O
midden-neolithicum  [midden-neolithicum]  O
?  [?]  O

21  [21]  O

4.3  [4.3]  O

Laat-prehistorische  [laat][prehistorisch][e]  O
sporen  [spoor][en]  O
en  [en]  O
structuren  [structuur][en]  O

25  [25]  O

4.4  [4.4]  O

Sporen  [spoor][en]  O
uit  [uit]  O
de  [de]  O
Romeinse  [Romeins][e]  O
tijd  [tijd]  O
:  [:]  O
relicten  [relict][en]  O
van  [van]  O
een  [een]  O
grafveld  [graf][veld]  O
?  [?]  O

29  [29]  O

4.5  [4.5]  O

Sporen  [spoor][en]  I-PER
uit  [uit]  I-PER
de  [de]  I-PER
vroege  [vroeg][e]  I-PER
middeleeuwen  [middel][eeuw][en]  I-PER

29  [29]  O

4.6  [4.6]  O

Sporen  [spoor][en]  I-PER
uit  [uit]  I-PER
de  [de]  I-PER
nieuwe  [nieuw][e]  I-PER
tijd  [tijd]  I-PER

35  [35]  O

4.7  [4.7]  O

Ongedateerde  [on][gedateer][de]  O
sporen  [spoor][en]  O
en  [en]  O
structuren  [structuur][en]  O

36  [36]  O

5  [5]  O
Aardewerk  [aarde][werk]  O
en  [en]  O
aanverwant  [aan][verwant]  O
materiaal  [materie][aal]  O

39  [39]  O

5.1  [5.1]  O

Het  [het]  O
midden-neolithische  [midden-neoliet][isch][e]  O
aardewerk  [aarde][werk]  O
–  [–]  O
D.C.M.  [D.C.M.]  O
Raemaekers  [Raemaekers]  O

39  [39]  O

5.2  [5.2]  O

Aardewerk  [aarde][werk]  O
uit  [uit]  O
de  [de]  O
ijzertijd  [ijzer][tijd]  O
–  [–]  O
E.A.G.  [E.A.G.]  O
Ball  [Ball]  O

48  [48]  O

5.3  [5.3]  O

Aardewerk  [aarde][werk]  O
uit  [uit]  O
de  [de]  O
Romeinse  [Romeins][e]  O
tijd  [tijd]  O
–  [–]  O
E.A.G.  [E.A.G.]  O
Ball  [Ball]  O

52  [52]  O

5.4  [5.4]  O

Het  [het]  O
vroeg-middeleeuwse  [vroeg-middel][eeuw][s][e]  O
aardewerk  [aarde][werk]  O
–  [–]  O
E.A.G.  [E.A.G.]  O
Ball  [Ball]  O

55  [55]  O

5.5  [5.5]  O

Post-middeleeuws  [post-middeleeuws]  O
aardewerk  [aarde][werk]  O
–  [–]  O
J.R.A.M.  [J.R.A.M.]  O
Thijssen  [Thijssen]  O

72  [72]  O

5.6  [5.6]  O

Gebakken  [ge][bak][en]  O
klei  [klei]  O
/  [/]  O
leem  [leem]  O
–  [–]  O
E.A.G.  [E.A.G.]  O
Ball  [Ball]  O

75  [75]  O

5.7  [5.7]  O

Baksteen  [Baksteen]  O
–  [–]  O
E.A.G.  [E.A.G.]  O
Ball  [Ball]  O

76  [76]  O

6  [6]  O
Voorwerpen  [voor][werp][en]  O
van  [van]  O
glas  [glas]  O
–  [–]  O
E.A.G.  [E.A.G.]  O
Ball  [Ball]  O

77  [77]  O

7  [7]  O
Voorwerpen  [voor][werp][en]  O
van  [van]  O
metaal  [metaal]  O
–  [–]  O
E.A.G.  [E.A.G.]  O
Ball  [Ball]  O

79  [79]  O

7.1  [7.1]  O

Inleiding  [in][leid][ing]  O

79  [79]  O

7.2  [7.2]  O

Voorwerpen  [voor][werp][en]  B-MAT
van  [van]  B-MAT
ijzer  [ijzer]  B-MAT

79  [79]  O

7.3  [7.3]  O

Voorwerpen  [voor][werp][en]  B-ART
van  [van]  B-ART
koperlegeringen  [koper][legeer][ing][en]  B-ART

79  [79]  O

7.4  [7.4]  O

Voorwerpen  [voor][werp][en]  B-MAT
van  [van]  B-MAT
lood  [lood]  B-MAT

80  [80]  O

7.5  [7.5]  O

Munten  [munt][en]  B-ART

81  [81]  O

7.6  [7.6]  O

Conclusie  [conclusie]  O

82  [82]  O

8  [8]  O
Steen  [steen]  O

83  [83]  O

8.1  [8.1]  O

Vuursteen  [vuur][steen]  O
–  [–]  O
L.B.M.  [L.B.M.]  O
Verhart  [Verhart]  O

83  [83]  O

8.2  [8.2]  O

Overig  [over][ig]  O
steenmateriaal  [steen][materie][aal]  O
–  [–]  O
E.A.K.  [E.A.K.]  O
Kars  [Kars]  O

91  [91]  O
3  [3]  O

9  [9]  O
Botanische  [botanisch][e]  O
resten  [rest][en]  O
9.1  [9.1]  O

Archeobotanisch  [archeo][botanisch]  O
onderzoek  [onder][zoek]  O
van  [van]  O
midden-neolithisch  [midden-neoliet][isch]  O
materiaal  [materie][aal]  O
–  [–]  O
W.A.  [W.A.]  O
Out  [Out]  O

9.2  [9.2]  O

103  [103]  O

Macrobotanische  [macrobotanisch][e]  O
resten  [rest][en]  O
uit  [uit]  O
vroeg-middeleeuwse  [vroeg-middel][eeuw][s][e]  O
sporen  [spoor][en]  O
–  [–]  O
H.  [H.]  O
van  [van]  O
Haaster  [Haaster]  O

10  [10]  B-ART
Botmateriaal  [bot][materie][aal]  B-ART

106  [106]  O
117  [117]  O

10.1  [10.1]  I-ART
Menselijk  [mens][elijk]  I-ART
botmateriaal  [bot][materie][aal]  I-ART

117  [117]  O

10.2  [10.2]  O
Dierlijk  [dier][lijk]  O
botmateriaal  [bot][materie][aal]  O
–  [–]  O
J.T.  [J.T.]  O
Zeiler  [Zeiler]  O

117  [117]  O

11  [11]  O
Synthese  [synthese]  O

129  [129]  O

11.1  [11.1]  B-PER
Midden-neolithicum  [Midden-neolithicum]  B-PER

129  [129]  O

11.2  [11.2]  B-PER
IJzertijd  [ijzer][tijd]  B-PER

132  [132]  O

11.3  [11.3]  I-PER
Romeinse  [Romeins][e]  I-PER
tijd  [tijd]  I-PER

132  [132]  O

11.4  [11.4]  I-PER
Vroege  [vroeg][e]  I-PER
middeleeuwen  [middel][eeuw][en]  I-PER

133  [133]  O

11.5  [11.5]  I-PER
Nieuwe  [nieuw][e]  I-PER
tijd  [tijd]  I-PER

134  [134]  O

12  [12]  O
Waardering  [waardeee][r][ing]  O
van  [van]  O
de  [de]  O
vindplaats  [vind][plaats]  O

135  [135]  O

Literatuur  [literatuur]  O

137  [137]  O

Bijlage  [bijlage]  O

147  [147]  O

Vondstgegevens  [vondstgegevens]  O
van  [van]  O
afgebeelde  [af][ge][beeld][e]  O
objecten  [object][en]  O

Illustratieverantwoording  [illustratie][verantwoord][ing]  O

4  [4]  O

103  [103]  O

148  [148]  O

1  [1]  O
INLEIDING  [in][leid][ing]  O
P.W.  [P.W.]  O
van  [van]  O
den  [den]  O
Broeke  [Broeke]  O

1.1  [1.1]  O

Kader  [kader]  O
en  [en]  O
administratieve  [administratief][e]  O
gegevens  [gegeven][s]  O
Sinds  [sinds]  O
1  [1]  O
996  [996]  O
wordt  [word][t]  O
door  [door]  O
het  [het]  O
Bureau  [Bureau]  O
Archeologie  [Archeologie]  O
van  [van]  O
de  [de]  O
gemeente  [gemeente]  O
Nijmegen  [Nijmegen]  O
(  [(]  O
GNBA  [GNBA]  O
)  [)]  O
in  [in]  O
het  [het]  O
Nijmeegse  [nijd][meegs][e]  O
uitbreidingsgebied  [uitbreid][ing][s][gebied]  O
ten  [ten]  O
noorden  [noorden]  O
van  [van]  O
de  [de]  O
Waal  [Waal]  O
systematisch  [systeem][atisch]  O
archeologisch  [archeologisch]  O
onderzoek  [onder][zoek]  O
uitgevoerd  [uit][ge][voer][d]  O
.  [.]  O

Dit  [dit]  O
hangt  [hang][t]  O
samen  [samen]  O
met  [met]  O
de  [de]  O
als  [als]  O
‘  [']  O
Waalsprong  [Waalsprong]  O
’  [']  O
betitelde  [be][titel][de]  O
inrichting  [in][richt][ing]  O
van  [van]  O
dit  [dit]  O
ca.  [ca.]  O
1  [1]  O
300  [300]  O
ha  [ha]  O
omvattende  [om][vat][end][e]  O
stadsdeel  [stad][s][deel]  O
in  [in]  O
wording  [word][ing]  O
,  [,]  O
waarin  [waar][in]  O
alleen  [alleen]  O
Lent  [Lent]  O
een  [een]  O
bestaande  [bestaande]  O
woonkern  [woon][kern]  O
vormt  [vorm][t]  O
.  [.]  O

Het  [het]  O
onderzoek  [onder][zoek]  O
wordt  [word][t]  O
bekostigd  [be][kost][ig][d]  O
door  [door]  O
de  [de]  O
gemeente  [gemeente]  O
Nijmegen  [Nijmegen]  O
en  [en]  O
de  [de]  O
Grondexploitatie  [Grondexploitatie]  O
Maatschappij  [Maatschappij]  O
Waalsprong  [Waalsprong]  O
.  [.]  O

De  [de]  O
hier  [hier]  O
behandelde  [be][handel][de]  O
opgraving  [op][graaf][ing]  O
werd  [word]  O
verricht  [verricht]  O
in  [in]  O
de  [de]  O
noordelijke  [noordelijk][e]  O
marge  [marge]  O
van  [van]  O
een  [een]  O
reeds  [reeds]  O
door  [door]  O
adviesbureau  [advies][bureau]  O
RAAP  [RAAP]  O
gewaardeerde  [ge][waarde][eer][de]  O
vindplaats  [vind][plaats]  O
,  [,]  O
nummer  [nummer]  O
22  [22]  O
in  [in]  O
de  [de]  O
Waalsprong-reeks  [Waalsprong-reeks]  O
,  [,]  O
met  [met]  O
als  [als]  O
toponiem  [toponiem]  O
’t  ['t]  O
Klumke  [Klumke]  O
(  [(]  O
ﬁg  [ﬁg]  O
.  [.]  O

1  [1]  O
.  [.]  O

1  [1]  O
)  [)]  O
.  [.]  O

Het  [het]  O
onderzoek  [onder][zoek]  O
was  [zijn]  O
noodzakelijk  [nood][zaak][elijk]  O
geworden  [ge][worden]  O
door  [door]  O
de  [de]  O
plannen  [plan][en]  O
voor  [voor]  O
aanleg  [aanleg]  O
van  [van]  O
een  [een]  O
gecombineerd  [ge][combineer][d]  O
tracé  [tracé]  O
van  [van]  O
hoogspanningskabels  [hoog][span][ing][s][kabel][s]  O
,  [,]  O
stadsverwarmingsleidingen  [stad][s][ver][warm][ing][s][leid][ing][en]  O
en  [en]  O
een  [een]  O
ontsluitingsweg  [ont][sluit][ing][s][weg]  O
met  [met]  O
naastgelegen  [naast][geleg][en]  O
wadi  [wadi]  O
en  [en]  O
riolering  [riool][eer][ing]  O
,  [,]  O
tot  [tot]  O
een  [een]  O
diepte  [diep][te]  O
van  [van]  O
max.  [max.]  O
1  [1]  O
,5  [,5]  O
m.  [m.]  O
De  [de]  O
verstoringsdiepte  [ver][stoor][ing][s][diep][te]  O
was  [zijn]  O
maatgevend  [maat][geef][end]  O
voor  [voor]  O
de  [de]  O
aanlegdiepte  [aan][leg][diep][te]  O
van  [van]  O
de  [de]  O
opgravingsputten  [op][graaf][ing][s][put][en]  O
,  [,]  O
aangezien  [aangezien]  O
juist  [juist]  O
op  [op]  O
het  [het]  O
niveau  [niveau]  O
van  [van]  O
de  [de]  O
verstoringsdiepte  [ver][stoor][ing][s][diep][te]  O
ook  [ook]  O
de  [de]  O
invloed  [invloed]  O
van  [van]  O
het  [het]  O
grondwater  [grond][water]  O
sterk  [sterk]  O
toenam  [toe][neem]  O
.  [.]  O

Een  [een]  O
geplande  [ge][plan][d][e]  O
bouwweg  [bouw][weg]  O
voor  [voor]  O
een  [een]  O
verkeersplein  [verkeer][s][plein]  O
in  [in]  O
de  [de]  O
nabijheid  [nabij][heid]  O
(  [(]  O
‘  [']  O
Ovatonde  [ovat][onde]  O
’  [']  O
)  [)]  O
,  [,]  O
die  [die]  O
de  [de]  O
reden  [reden]  O
was  [zijn]  O
voor  [voor]  O
het  [het]  O
graven  [graf][en]  O
van  [van]  O
de  [de]  O
werkputten  [werk][put][en]  O
6  [6]  O
en  [en]  O
7  [7]  O
,  [,]  O
heeft  [heb][t]  O
uiteindelijk  [uit][einde][lijk]  O
een  [een]  O
ander  [ander]  O
tracé  [tracé]  O
gekregen  [ge][krijg][en]  O
.  [.]  O

Bij  [bij]  O
de  [de]  O
aanleg  [aanleg]  O
van  [van]  O
de  [de]  O
putten  [put][en]  O
aan  [aan]  O
de  [de]  O
zuidzijde  [zuid][zijde]  O
van  [van]  O
het  [het]  O
gecombineerde  [ge][combineer][de]  O
tracé  [tracé]  O
moest  [moet]  O
rekening  [reken][ing]  O
gehouden  [ge][houd][en]  O
worden  [word][en]  O
met  [met]  O
de  [de]  O
aanwezigheid  [aanwezig][heid]  O
van  [van]  O
twee  [twee]  O
aangrenzende  [aan][grens][end][e]  O
hoofdtransportleidingen  [hoofd][transport][leid][ing][en]  O
voor  [voor]  O
gas  [gas]  O
.  [.]  O

Ten  [ten]  O
tijde  [tijd]  O
van  [van]  O
het  [het]  O
onderzoek  [onder][zoek]  O
was  [zijn]  O
het  [het]  O
opgravingsterrein  [op][graaf][ing][s][terrein]  O
in  [in]  O
gebruik  [gebruik]  O
als  [als]  O
grasland  [gras][land]  O
,  [,]  O
nadat  [nadat]  O
enkele  [enkele]  O
jaren  [jaar][en]  O
eerder  [eer][er]  O
een  [een]  O
grote  [groot][e]  O
tuinbouwkas  [tuin][bouw][kas]  O
was  [zijn]  O
afgebroken  [af][ge][brok][en]  O
die  [die]  O
een  [een]  O
deel  [deel]  O
van  [van]  O
het  [het]  O
terrein  [terrein]  O
in  [in]  O
beslag  [beslag]  O
nam  [nam]  O
.  [.]  O

De  [de]  O
uitbraakgaten  [uit][braak][gat][en]  O
daarvan  [daar][van]  O
vormen  [vorm][en]  O
de  [de]  O
meerderheid  [meerder][heid]  O
van  [van]  O
de  [de]  O
ingetekende  [in][ge][teken][d][e]  O
recente  [recent][e]  O
verstoringen  [ver][stoor][ing][en]  O
.  [.]  O

Direct  [direct]  O
voorafgaand  [voor][af][ga][d]  O
aan  [aan]  O
de  [de]  O
opgraving  [op][graaf][ing]  O
heeft  [heb][t]  O
explosieven-onderzoek  [explosieven-onderzoek]  O
plaatsgevonden  [plaats][ge][vind][en]  O
door  [door]  O
de  [de]  O
fa.  [fa.]  O
Monshouwer  [Monshouwer]  O
(  [(]  O
Heerjansdam  [Heerjansdam]  O
)  [)]  O
,  [,]  O
aangezien  [aangezien]  O
het  [het]  O
gebied  [gebied]  O
van  [van]  O
de  [de]  O
Waalsprong  [Waalsprong]  O
in  [in]  O
de  [de]  O
Tweede  [Tweede]  O
Wereldoorlog  [Wereldoorlog]  O
een  [een]  O
belangrijke  [belang][rijk][e]  O
rol  [rol]  O
vervulde  [ver][vuld][e]  O
in  [in]  O
de  [de]  O
operatie  [opereer][atie]  O
Market  [Market]  O
Garden  [Garden]  O
.  [.]  O

Dit  [dit]  O
onderzoek  [onder][zoek]  O
verklaart  [ver][klaar][t]  O
enkele  [enkele]  O
grote  [groot][e]  O
recente  [recent][e]  O
verstoringen  [ver][stoor][ing][en]  O
in  [in]  O
het  [het]  O
opgravingsterrein  [op][graaf][ing][s][terrein]  O
.  [.]  O

Het  [het]  O
veldwerk  [veld][werk]  O
vond  [vind]  O
plaats  [plaats]  O
tussen  [tussen]  O
9  [9]  O
augustus  [augustus]  O
2004  [2004]  O
en  [en]  O
1  [1]  O
3  [3]  O
januari  [januari]  O
2005  [2005]  O
,  [,]  O
onder  [onder]  O
de  [de]  O
wetenschappelijke  [weten][schap][elijk][e]  O
leiding  [leid][ing]  O
van  [van]  O
drs.  [drs.]  O
